time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,social_worker_fte,leaver_fte,turnover_rate_fte_%,working_days_lost_fte,absence_rate_fte_%,agency_fte,agency_worker_rate_fte_%,agency_cover_fte,agency_cover_rate_fte_%,vacancy_fte,vacancy_rate_fte_%,vacancy_agency_cover_rate_fte_%,case_holders_fte,cases,caseload_fte,social_worker_headcount,leaver_headcount,turnover_rate_headcount_%,agency_headcount,agency_worker_rate_headcount_%
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,1939.9,290.2,15,16606.5,3.4,159.3,7.6,102.7,64.5,165.3,7.9,62.2,1255,22850,18.2,2067,319,15.4,167,7.5
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,4327.7,583.3,13.5,41386,3.8,645.2,13,408.7,63.3,738.4,14.6,55.4,2669.7,49881,18.7,4583,638,13.9,659,12.6
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,3580.7,486.6,13.6,38085.2,4.2,407,10.2,266.7,65.5,358.2,9.1,74.5,2189,39430,18,3885,561,14.4,415,9.7
2019,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,2310.3,350.8,15.2,20371.8,3.5,428.9,15.7,381.1,88.9,336.1,12.7,113.4,1434.7,25472,17.8,2506,412,16.4,440,14.9
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,3376.8,538.9,16,30497.1,3.6,643.1,16,470.8,73.2,673.6,16.6,69.9,2297.6,39565,17.2,3598,604,16.8,680,15.9
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,2850.7,435.3,15.3,19027.9,2.6,397.9,12.2,338.9,85.2,684.9,19.4,49.5,1716.2,26821,15.6,3042,489,16.1,402,11.7
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,5161.6,912.7,17.7,26360.1,2,1616.4,23.8,1297,80.2,1649,24.2,78.7,3667.6,55600,15.2,5403,1013,18.7,1778,24.8
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,4487.6,672.1,15,30352.3,2.7,907.6,16.8,701.1,77.2,854.6,16,82,3040.7,50777,16.7,4878,790,16.2,917,15.8
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,2684.8,382.7,14.3,20066.7,3,548,17,446.9,81.6,576.5,17.7,77.5,1736,27015,15.6,2955,463,15.7,632,17.6
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,2306.3,386.4,16.8,11446.3,2,778.9,25.2,647.5,83.1,863.8,27.2,75,1609.3,24036,14.9,2446,438,17.9,816,25
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,2855.3,526.3,18.4,14913.8,2.1,837.5,22.7,649.5,77.6,785.2,21.6,82.7,2058.3,31564,15.3,2957,575,19.4,962,24.5
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,81.5,14,17.2,887.1,4.3,21.4,20.8,5.8,27.1,6.4,7.3,90.6,58.6,901,15.4,88,16,18.2,23,20.7
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,276.2,35.6,12.9,1906,2.7,18,6.1,6,33.3,34,11,17.6,162.7,2817,17.3,292,39,13.4,18,5.8
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,144.6,7,4.8,1397.7,3.8,2.4,1.6,2.4,100,3,2,80,95.4,1643,17.2,156,7,4.5,3,1.9
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,113.4,16.6,14.7,757.4,2.6,2,1.7,2,100,2,1.7,100,75.8,1460,19.3,116,19,16.4,6,4.9
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,170.1,35.4,20.8,1388.5,3.2,5.5,3.2,5.5,100,7,4,79.1,103.1,1732,16.8,181,36,19.9,6,3.2
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,238.6,42.2,17.7,2661,4.4,50,17.3,28,56,28,10.5,100,180.2,3314,18.4,262,50,19.1,50,16
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,141.4,18,12.7,583,1.6,0,0,0,0,0,0,0,55.8,1101,19.7,152,18,11.8,0,0
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,194.8,24.8,12.7,2433.4,4.9,10,4.9,10,100,20,9.3,50,111.4,1835,16.5,208,30,14.4,10,4.6
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,91.6,14.7,16.1,570.9,2.5,7,7.1,7,100,11,10.7,63.6,55.6,1345,24.2,98,16,16.3,7,6.7
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,118,22.5,19.1,435,1.5,7,5.6,5,71.4,5,4.1,100,74.1,1350,18.2,123,24,19.5,7,5.4
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,162,13.1,8.1,2089,5.1,14,8,9,64.3,9,5.3,100,135.1,2369,17.5,173,15,8.7,15,8
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,207.7,46.3,22.3,1497.5,2.9,22,9.6,22,100,39.9,16.1,55.1,147.3,2983,20.3,218,49,22.5,22,9.2
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,130.7,29,22.2,916,2.8,3,2.2,3,100,21,13.8,14.3,77.4,1718,22.2,139,31,22.3,3,2.1
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,143.5,28,19.5,1388.3,3.8,62.2,30.2,17,27.3,58.5,29,29.1,114.5,2332,20.4,152,30,19.7,63,29.3
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,181.1,27.2,15,2369.9,5.2,40.6,18.3,15,36.9,16,8.1,93.8,112.9,2017,17.9,195,33,16.9,41,17.4
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,104.6,18.5,17.7,1066.9,4,17,14,17,100,37,26.1,45.9,59.1,1038,17.6,111,19,17.1,17,13.3
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,167.2,25.9,15.5,1237,2.9,8,4.6,7.2,89.4,7.2,4.1,100,101,1920,19,176,30,17,8,4.3
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,185.8,18,9.7,2668,5.7,9,4.6,9,100,11.4,5.8,78.9,76.8,1427,18.6,202,21,10.4,9,4.3
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,257.1,20,7.8,3451.5,5.3,44.4,14.7,18.6,41.8,24.4,8.7,76.3,192.4,3410,17.7,274,21,7.7,45,14.1
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,82.8,20.9,25.3,771,3.7,11,11.7,11,100,13,13.6,84.6,46.5,987,21.2,86,24,27.9,11,11.3
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,122,9.5,7.8,1213,3.9,0,0,0,0,0,0,0,59,1057,17.9,122,10,8.2,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,423.1,39.4,9.3,2566,2.4,77.8,15.5,75.8,97.4,169,28.5,44.9,325.3,5352,16.5,443,46,10.4,79,15.1
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,230.4,18.5,8,2430,4.2,47,16.9,30,63.8,61,20.9,49.2,149.5,3372,22.6,237,19,8,47,16.5
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,440.1,62.7,14.2,2837.3,2.5,23,5,23,100,87,16.5,26.4,212.8,4060,19.1,455,68,14.9,23,4.8
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,182.2,30.3,16.6,1217.1,2.6,23,11.2,13,56.5,13,6.7,100,113.1,1895,16.7,194,31,16,23,10.6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,156.8,32.5,20.7,1068,2.7,36,18.7,17,47.2,16.5,9.5,103,127.3,2374,18.6,169,36,21.3,43,20.3
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,224.4,29.9,13.3,2703,4.8,19,7.8,12,63.2,12,5.1,100,121.2,2639,21.8,243,32,13.2,19,7.3
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,139,21.5,15.5,1617,4.6,15,9.7,7,46.7,11,7.3,63.6,102.1,2260,22.1,145,23,15.9,15,9.4
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,125.9,34.6,27.5,1081.6,3.4,49,28,20,40.8,42,25,47.6,99.3,1975,19.9,138,38,27.5,50,26.6
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,216.2,15.7,7.3,1982,3.6,20.2,8.5,20.2,100,23,9.6,87.8,101,1858,18.4,240,16,6.7,23,8.7
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,168.6,16.5,9.8,621.7,1.5,51,23.2,24,47.1,34.5,17,69.6,99.5,1772,17.8,178,19,10.7,51,22.3
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,135.9,17.8,13.1,1236.5,3.6,21,13.4,21,100,21,13.4,100,88.1,1660,18.8,148,19,12.8,21,12.4
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,117.8,27.8,23.6,1480.5,5,21,15.1,15,71.4,17,12.6,88.2,62.4,1194,19.1,121,29,24,21,14.8
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,164.8,16,9.7,2398,5.8,0,0,0,0,10,5.7,0,91.7,1447,15.8,177,16,9,0,0
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,227.7,23.2,10.2,3065.7,5.3,47,17.1,33,70.2,33,12.7,100,136.9,2117,15.5,238,27,11.3,47,16.5
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,132.5,24.5,18.5,1110,3.3,0,0,0,0,10,7,0,87,1682,19.3,142,29,20.4,0,0
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,336.5,63.9,19,4417.7,5.2,141.2,29.6,72,51,97,22.4,74.2,285.9,5377,18.8,366,76,20.8,142,28
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,148,22,14.8,1474.5,3.9,11,6.9,11,100,12,7.5,91.7,73.4,1087,14.8,159,25,15.7,11,6.5
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,197.1,38.3,19.4,970,1.9,20.8,9.5,20.8,100,34,14.7,61.2,109.7,1914,17.4,209,41,19.6,22,9.5
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,149.8,24.4,16.3,929,2.5,5,3.2,5,100,5,3.2,100,86.1,1677,19.5,167,29,17.4,5,2.9
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",289.4,24.5,8.5,4193.1,5.7,46,13.7,23,50,23,7.4,100,196.9,3449,17.5,316,28,8.9,46,12.7
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,282.4,30.6,10.8,2447,3.4,5,1.7,2,40,20.3,6.7,9.9,159.9,2466,15.4,298,33,11.1,5,1.7
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,629.6,51.1,8.1,5339,3.4,5,0.8,5,100,5,0.8,100,297.6,4566,15.3,694,58,8.4,5,0.7
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,105.1,25,23.8,3057.5,11.5,16,13.2,16,100,29,21.6,55.2,82.6,2699,32.7,109,24,22,16,12.8
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,120.6,13.9,11.5,1472.8,4.8,0,0,0,0,0,0,0,43.5,953,21.9,127,15,11.8,0,0
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,243.5,31,12.7,2640.8,4.3,0,0,0,0,2,0.8,0,141,2304,16.3,271,39,14.4,0,0
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,272.9,69.7,25.6,1514.3,2.2,5,1.8,5,100,14,4.9,35.7,151.6,2348,15.5,287,81,28.2,5,1.7
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,381.5,26.5,6.9,4694.9,4.9,32.6,7.9,14,42.9,14,3.5,100,236.5,4063,17.2,419,31,7.4,33,7.3
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,205,28.2,13.7,3134,6,96.4,32,80.4,83.4,80.4,28.2,100,176.3,3519,20,219,35,16,102,31.8
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,86.9,13,15,690.6,3.1,23,20.9,12.5,54.3,12.5,12.6,100,60.9,1326,21.8,102,17,16.7,23,18.4
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,152.4,26.7,17.5,1568.2,4.1,7,4.4,2,28.6,3,1.9,66.7,118.1,2135,18.1,170,35,20.6,7,4
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,395,67.3,17,2966.5,3,71,15.2,70.4,99.3,69.2,14.9,101.8,284.3,5581,19.6,418,84,20.1,79,15.9
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,160.8,13.8,8.6,4762.5,11.7,33,17,33,100,33,17,100,100.8,1728,17.1,177,17,9.6,33,15.7
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,247.6,27.7,11.2,2082,3.3,51.5,17.2,51.5,100,22,8.2,234.1,156.2,2719,17.4,273,37,13.6,52,16
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,327.6,37.6,11.5,1768.5,2.1,17.1,5,11.1,64.9,14,4.1,79.2,179.8,2820,15.7,337,40,11.9,18,5.1
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,316,61.9,19.6,1490,1.9,142.5,31.1,142.5,100,124.9,28.3,114.1,220.6,4153,18.8,334,63,18.9,143,30
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,252.3,42.1,16.7,1432.1,2.2,32,11.3,32,100,39,13.4,82.1,146.6,2521,17.2,271,43,15.9,32,10.6
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,436.6,70.7,16.2,4206,3.8,72.8,14.3,36.6,50.3,28,6,130.8,218.8,3677,16.8,502,90,17.9,74,12.8
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,22,3,13.6,96,1.7,2,8.3,2,100,3,12,66.7,9.4,138,14.7,24,3,12.5,2,7.7
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,701.9,103.4,14.7,5901.1,3.3,95,11.9,95,100,173,19.8,54.9,491.8,7832,15.9,731,115,15.7,99,11.9
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,310.1,34.5,11.1,2533.8,3.2,37.4,10.8,37.4,100,31.6,9.3,118.4,162.6,2172,13.4,327,39,11.9,38,10.4
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,162.8,43,26.4,1691.1,4.1,58.3,26.4,56,96.1,60.3,27,92.9,94.4,1821,19.3,175,49,28,61,25.8
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",93.7,12.6,13.4,506.1,2.1,16.3,14.8,16.3,100,32,25.5,51,71.3,1155,16.2,102,17,16.7,38,27.1
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,206.6,50.3,24.3,3946.5,7.5,118,36.3,69.8,59.2,73.7,26.3,94.7,173.4,3302,19,221,53,24,118,34.8
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,112.8,12.6,11.2,719.9,2.5,19,14.4,0,0,0,0,0,65.3,1126,17.2,121,14,11.6,19,13.6
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,110.6,11.8,10.7,897,3.2,20.3,15.5,16,78.9,17,13.3,94.1,79.6,1230,15.5,120,14,11.7,23,16.1
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,368.5,32.8,8.9,4299,4.6,47.7,11.5,38.4,80.5,48,11.5,80,289.4,5272,18.2,401,40,10,50,11.1
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,210.4,20.3,9.6,1752.3,3.3,112,34.7,28.5,25.4,41,16.3,69.5,196.2,3759,19.2,228,22,9.6,112,32.9
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,141.8,23,16.2,876.5,2.4,11,7.2,7,63.6,7,4.7,100,104.4,2097,20.1,150,25,16.7,11,6.8
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,179.2,47.9,26.7,1658.4,3.7,42.4,19.1,41.6,98.1,63,26,66,136.9,2343,17.1,186,53,28.5,43,18.8
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,344.5,91.3,26.5,2719.8,3.1,9,2.5,9,100,50.2,12.7,17.9,136.8,2334,17.1,366,100,27.3,9,2.4
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,177.2,19.9,11.2,1516.1,3.4,20.1,10.2,20.1,100,26.8,13.1,75,108.3,1734,16,192,24,12.5,21,9.9
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,256.8,35.7,13.9,1479.5,2.3,36.6,12.5,35.6,97.3,50,16.3,71.2,187.3,3388,18.1,278,39,14,38,12
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,110.8,11.1,10,1061,3.8,12,9.8,6,50,9,7.5,66.7,57.8,1051,18.2,117,15,12.8,12,9.3
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,272.7,53.6,19.7,1227.1,1.8,42,13.3,40,95.2,49,15.2,81.6,182.6,2607,14.3,296,62,20.9,42,12.4
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,154.4,19.5,12.6,441.8,1.1,8.1,5,8.1,100,39.3,20.3,20.6,100.3,1512,15.1,162,22,13.6,9,5.3
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,786.4,115.5,14.7,4658.9,2.3,36.3,4.4,36.3,99.9,192,19.6,18.9,379.5,5371,14.2,833,131,15.7,39,4.5
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,430.4,53.3,12.4,2989.7,2.7,27,5.9,18,66.7,20,4.4,90,227,3104,13.7,455,57,12.5,27,5.6
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,109.2,11.2,10.3,822,3,63,36.6,63,100,69,38.7,91.3,80.9,1394,17.2,112,12,10.7,63,36
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,307,51.6,16.8,2489.6,3.2,116,27.4,84,72.4,207,40.3,40.6,224.1,4132,18.4,342,55,16.1,116,25.3
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,106,25.3,23.9,581,2.2,16,13.1,7,43.8,17,13.8,41.2,72,1251,17.4,109,27,24.8,16,12.8
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,119.3,15.5,13,1320,4.4,16.8,12.4,16.8,100,21,15,80,84.1,1371,16.3,123,19,15.4,17,12.1
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,307.8,49,15.9,2175.5,2.8,21,6.4,21,100,31.6,9.3,66.5,215.6,3597,16.7,344,53,15.4,21,5.8
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,146.7,29.6,20.2,1261.3,3.4,39.7,21.3,38.7,97.5,30,17,129,92.3,1431,15.5,149,36,24.2,40,21.2
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,59,15.6,26.4,291.5,2,13,18.1,12,92.3,13,18.1,92.3,45.9,605,13.2,62,16,25.8,13,17.3
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,223.8,24.3,10.8,2026,3.6,0,0,0,0,1.5,0.7,0,143.9,2108,14.6,248,29,11.7,0,0
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,197.1,69.2,35.1,1878.1,3.8,87.8,30.8,64.3,73.2,85,30.1,75.7,163.8,3218,19.6,210,78,37.1,89,29.8
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,313.5,30.5,9.7,1727,2.2,0,0,0,0,7,2.2,0,228.9,3725,16.3,351,35,10,0,0
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,478.9,51.5,10.8,3666.4,3,78.6,14.1,71.3,90.7,103.1,17.7,69.2,354.2,6286,17.7,514,58,11.3,79,13.3
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,73.5,7.1,9.7,461.4,2.5,10,12,8,80,10,12,80,60.7,1183,19.5,77,9,11.7,10,11.5
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,742.3,71.6,9.6,1989,1.1,84,10.2,47,56,73.9,9.1,63.6,546.6,8894,16.3,796,80,10.1,84,9.5
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,162.1,36.5,22.5,1712,4.2,68.4,29.7,41.5,60.7,41.5,20.4,100,129.2,2623,20.3,168,42,25,69,29.1
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,159.7,13.2,8.3,732.3,1.8,16,9.1,16,100,23.3,12.7,68.6,106.6,1915,18,169,15,8.9,16,8.6
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,376,47.4,12.6,2889.7,3,45,10.7,45,100,58,13.4,77.6,233,3892,16.7,438,53,12.1,45,9.3
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,188.9,22.7,12,273,0.6,2,1,2,100,28,12.9,7.1,83.2,1313,15.8,203,26,12.8,2,1
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,118.6,12.7,10.7,960,3.2,58,32.8,49,84.5,63.3,34.8,77.4,88.3,1474,16.7,124,27,21.8,59,32.2
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,84.2,27,32.1,845,4,40.9,32.7,33,80.6,41,32.7,80.5,67.9,1185,17.5,88,30,34.1,41,31.8
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,187.7,27.9,14.9,2883.8,6.1,87.2,31.7,80.2,92,86,31.4,93.3,125.8,2173,17.3,206,36,17.5,88,29.9
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,439.7,129.3,29.4,3459.3,3.1,164,27.2,101.9,62.1,101.9,18.8,100,297.8,4190,14.1,490,158,32.2,164,25.1
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,76.6,14.1,18.4,594.5,3.1,11,12.6,11,100,18.8,19.7,58.5,54.2,779,14.4,81,16,19.8,11,12
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,494.5,50,10.1,3005,2.4,75.9,13.3,75.9,100,56.3,10.2,134.8,225,3770,16.8,536,55,10.3,78,12.7
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,44.3,16.5,37.2,204.5,1.8,30,40.4,21,70,21,32.2,100,32.2,561,17.4,46,22,47.8,30,39.5
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,67.2,5,7.4,753.8,4.4,35.8,34.8,22,61.4,22,24.7,100,53.5,883,16.5,71,5,7,39,35.5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,91.1,18.2,20,438,1.9,6.6,6.8,5.5,83.3,5.5,5.7,100,49.7,688,13.8,103,22,21.4,18,14.9
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",253.3,25.7,10.1,2624.9,4.1,22,8,16,72.7,28.5,10.1,56.1,147.5,2390,16.2,292,32,11,22,7
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",294.3,13.9,4.7,1445.5,1.9,1,0.3,1,100,8.7,2.9,11.5,165.8,2856,17.2,337,26,7.7,10,2.9
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,246.8,26.1,10.6,2516.2,4,10,3.9,10,100,33.9,12.1,29.5,169,2643,15.6,271,32,11.8,10,3.6
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,334,52.7,15.8,2715,3.2,100.8,23.2,59.1,58.7,79.3,19.2,74.5,236.3,3088,13.1,364,60,16.5,102,21.9
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,182.1,28.4,15.6,1510.6,3.3,22,10.8,22,100,43,19.1,51.2,105.7,1856,17.6,197,32,16.2,22,10
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,332.3,32.2,9.7,2258,2.7,133,28.6,100.8,75.8,100.8,23.3,100,262.9,3593,13.7,363,41,11.3,133,26.8
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,1,1,100,0,0,1,50,1,100,1,50,100,2,32,16,1,1,100,1,50
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,89.6,8.8,9.8,502,2.2,10.4,10.4,10.4,100,20,18.2,52,57.6,863,15,100,9,9,15,13
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,157,28.8,18.3,626.6,1.6,4,2.5,1,25,6.8,4.2,14.7,74.2,1479,19.9,161,32,19.9,4,2.4
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,223.5,42,18.8,1460,2.6,22,9,22,100,35,13.5,62.8,89.5,1230,13.7,245,45,18.4,23,8.6
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,106.6,19.2,18,387.9,1.4,39.5,27,39,98.7,41,27.8,95.1,78,1312,16.8,118,23,19.5,44,27.2
