time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,social_worker_fte,leaver_fte,turnover_rate_fte_%,working_days_lost_fte,absence_rate_fte_%,agency_fte,agency_worker_rate_fte_%,agency_cover_fte,agency_cover_rate_fte_%,vacancy_fte,vacancy_rate_fte_%,vacancy_agency_cover_rate_fte_%,case_holders_fte,cases,caseload_fte,social_worker_headcount,leaver_headcount,turnover_rate_headcount_%,agency_headcount,agency_worker_rate_headcount_%
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,388.1,45.9,11.8,4967,5.1,54.1,12.2,29.3,54.2,78,16.7,37.6,299.9,5035,16.8,421,53,12.6,57,11.9
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,277,37.2,13.4,1888.9,2.7,51,15.6,45,88.2,45,14,100,196.8,3120,15.9,298,45,15.1,51,14.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,156.1,21.1,13.5,1656.8,4.2,4,2.5,4,100,10,6,40,87.6,1203,13.7,170,23,13.5,4,2.3
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,218.5,37,16.9,1214,2.2,23,9.5,17,73.9,17,7.2,100,151,2009,13.3,224,38,17,23,9.3
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,422.5,164.2,38.9,2870.1,2.7,37,8.1,27,73,43,9.2,62.8,189,3002,15.9,464,218,47,38,7.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,198.3,22.3,11.2,2325,4.6,22,10,22,100,47,19.2,46.8,78.4,1357,17.3,215,23,10.7,22,9.3
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,262.5,43.7,16.6,2148.5,3.2,42.1,13.8,33,78.4,53,16.8,62.3,169.2,2772,16.4,278,50,18,43,13.4
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,98.5,15,15.2,503,2,19,16.2,11,57.9,14,12.4,78.6,72.7,1325,18.2,105,16,15.2,19,15.3
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,221.1,48.5,21.9,1540,2.8,33.1,13,32.5,98.2,72,24.6,45.1,133,2356,17.7,239,59,24.7,42,14.9
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,164.3,27.9,17,1554,3.7,13.3,7.5,13.3,100,24.5,13,54.2,97.3,1200,12.3,171,30,17.5,15,8.1
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,868.2,104.3,12,3697,1.7,24.9,2.8,23.8,95.4,102,10.5,23.3,436,5512,12.6,913,127,13.9,25,2.7
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,490.6,57.1,11.6,2074,1.7,24,4.7,24,100,24,4.7,100,259.6,3473,13.4,519,63,12.1,24,4.4
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,146.5,27.8,19,174,0.5,65.7,30.9,63,96,105,41.7,60,85.7,1607,18.7,154,31,20.1,72,31.9
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,444.1,44.7,10.1,2857.5,2.5,35,7.3,30.9,88.4,39,8.1,79.3,195.3,3201,16.4,492,58,11.8,35,6.6
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,129.5,8,6.2,2228,6.8,9,6.5,2.5,27.8,6.5,4.8,38.5,69.5,1023,14.7,131,11,8.4,9,6.4
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,121,17.2,14.2,800.5,2.6,18,13,18,100,26,17.7,69.2,93,1455,15.6,125,18,14.4,18,12.6
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,378.4,23.8,6.3,1777.5,1.9,14,3.6,11.6,82.9,21.4,5.4,54.2,161.8,2512,15.5,415,30,7.2,15,3.5
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,159.7,23,14.4,2036,5,39,19.6,36,92.3,36,18.4,100,98.6,1325,13.4,163,23,14.1,39,19.3
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,63.9,20,31.3,188,1.2,6,8.6,6,100,15,19,40,39.2,679,17.3,68,25,36.8,6,8.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,226.9,16.7,7.3,1593,2.8,0,0,0,0,0,0,0,134.2,1962,14.6,251,20,8,0,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,213.6,47.6,22.3,728.5,1.3,107,33.4,71,66.4,71,24.9,100,181.3,3507,19.3,225,56,24.9,107,32.2
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,331.3,37.1,11.2,1724,2.1,1,0.3,1,100,16,4.6,6.3,231.3,3801,16.4,369,40,10.8,1,0.3
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,503.9,80.9,16,3541.8,2.8,116.9,18.8,70,59.9,70,12.2,100,398.7,7067,17.7,542,88,16.2,119,18
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,76.1,8.8,11.6,532.5,2.8,22,22.4,10,45.5,11,12.6,90.9,59,1110,18.8,80,9,11.3,22,21.6
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,691,101.2,14.6,3377,1.9,85,11,54.4,64,77.1,10,70.5,520.8,8516,16.4,744,118,15.9,85,10.3
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,195,35.3,18.1,1105,2.2,48.5,19.9,48.5,100,53.4,21.5,90.8,103.7,1271,12.3,203,37,18.2,49,19.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,165.2,20.9,12.7,1431.1,3.4,18,9.8,18,100,24,12.7,75,128.1,2141,16.7,176,23,13.1,18,9.3
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,394.6,60.4,15.3,3101.5,3.1,63,13.8,38,60.3,54,12,70.4,272.4,3956,14.5,449,71,15.8,63,12.3
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,133.6,x,x,1262,3.7,7,5,7,100,10,7,70,81.5,1276,15.7,145,9,6.2,7,4.6
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,102.3,14.3,14,841.5,3.3,32,23.8,32,100,48,31.9,66.7,67.8,1188,17.5,105,20,19,32,23.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,89.4,31,34.7,219,1,62,40.9,34,54.8,54,37.6,63,88,1594,18.1,91,41,45.1,62,40.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,208,11.1,5.4,1569.9,3,45.7,18,45.7,100,52,20,87.9,123.7,3228,26.1,225,14,6.2,47,17.3
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,455.6,68.4,15,2871,2.5,142.8,23.9,142.8,100,184.7,28.8,77.3,306.8,4883,15.9,504,76,15.1,143,22.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,80.7,8.5,10.5,733,3.6,16,16.5,15.6,97.5,20.7,20.4,75.5,58.5,789,13.5,83,9,10.8,17,17
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,480,70.3,14.7,4513,3.7,71.2,12.9,50.4,70.7,50.4,9.5,100,279.1,4514,16.2,527,80,15.2,72,12
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,54.2,16.8,31,197,1.4,20,26.9,20,100,26.7,33,74.9,38,659,17.3,55,19,34.5,20,26.7
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,87.1,14.6,16.8,716.5,3.3,15,14.7,13,86.7,17,16.3,76.5,57.3,842,14.7,94,15,16,15,13.8
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,97.2,8.6,8.9,610.5,2.5,8,7.6,5,62.5,7.8,7.4,64.1,69.8,923,13.2,112,13,11.6,8,6.7
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",198.4,71.5,36,2855,5.7,118.4,37.4,55,46.4,74.3,27.2,74,165.2,2362,14.3,223,90,40.4,119,34.8
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",295,35.5,12,2925,3.9,6.2,2.1,3.5,56.5,4,1.3,87.5,189.2,2604,13.8,339,42,12.4,8,2.3
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,244.7,24.9,10.2,2250.2,3.6,13.2,5.1,13.2,100,45.4,15.6,29.1,160.7,2601,16.2,263,30,11.4,14,5.1
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,319.5,50.4,15.8,3006,3.7,89,21.8,52,58.4,91,22.2,57.1,215.6,3829,17.8,345,62,18,89,20.5
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,206.6,26.3,12.7,2322,4.4,30,12.7,14,46.7,17,7.6,82.4,125.3,1771,14.1,221,29,13.1,30,12
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,360.7,65,18,2949,3.2,113,23.9,67.8,60,67.8,15.8,100,246.2,3695,15,389,71,18.3,113,22.5
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,0,0,z,z,z,1,100,1,100,1,100,100,1,16,16,0,0,z,1,100
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,85.1,9.5,11.2,615,2.9,4.5,5,4.5,100,11,11.4,40.9,51.1,799,15.6,92,12,13,5,5.2
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,162.8,28.2,17.3,1682.5,4.1,25,13.3,9,36,9,5.2,100,113.7,2219,19.5,169,30,17.8,26,13.3
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,270.8,24.6,9.1,1567.9,2.3,24.9,8.4,24.9,100,31,10.3,80.3,179.4,2124,11.8,295,31,10.5,26,8.1
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,121.5,20.8,17.1,480,1.6,38.2,23.9,38.2,100,38.2,23.9,100,83.9,1396,16.6,135,24,17.8,40,22.9
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,138.2,11.1,8,1253,3.6,82,37.2,82,100,82,37.2,100,96.2,1730,18,145,16,11,82,36.1
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,102.4,15,14.6,684,2.6,46.4,31.2,23.4,50.5,28.4,21.7,82.4,75.6,1251,16.6,110,17,15.5,50,31.3
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,214.5,35.7,16.6,1280.8,2.4,10,4.5,10,100,43,16.7,23.3,117.2,2001,17.1,232,44,19,13,5.3
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,185.6,34.3,18.5,628,1.3,29.2,13.6,19.5,66.9,29,13.5,67.3,103,1654,16.1,199,40,20.1,38,16
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,10,0,0,62,2.5,4,28.6,0,0,0,0,0,7,77,11,10,0,0,7,41.2
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,190.6,21.8,11.4,651.2,1.4,53,21.8,53,100,54,22.1,98.1,153.4,2140,14,196,23,11.7,54,21.6
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,135.5,28.8,21.3,1162.2,3.4,20,12.9,20,100,20,12.9,100,77.3,1108,14.3,141,29,20.6,20,12.4
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,188.7,37.3,19.8,1570,3.3,60,24.1,53,88.3,53,21.9,100,118.6,1876,15.8,193,42,21.8,60,23.7
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,265.8,30.7,11.5,515.5,0.8,53,16.6,17,32.1,36,11.9,47.2,129.9,1618,12.5,279,33,11.8,53,16
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,139.9,28.8,20.6,600.7,1.7,x,x,x,x,10,6.7,x,57,752,13.2,158,31,19.6,11,6.5
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,188.1,30.5,16.2,2164.2,4.5,87.8,31.8,87.8,100,96,33.8,91.5,137.9,1877,13.6,190,37,19.5,96,33.6
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,168.9,17.9,10.6,1234,2.9,53,23.9,53,100,102,37.7,52,158.5,2399,15.1,176,19,10.8,53,23.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,151.5,23.5,15.5,1490,3.9,142,48.4,138,97.2,153,50.2,90.2,161.9,2480,15.3,155,24,15.5,142,47.8
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,284.8,61.4,21.6,1321.1,1.8,122.6,30.1,70,57.1,97,25.4,72.2,182.3,2671,14.7,299,67,22.4,124,29.3
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,259.4,32.4,12.5,1854.4,2.8,86.4,25,81.8,94.7,81.8,24,100,167.1,2375,14.2,270,34,12.6,88,24.6
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,206.3,46.3,22.4,1609.7,3.1,48.6,19.1,48.6,100,69.7,25.2,69.7,135.9,1336,9.8,212,54,25.5,49,18.8
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,135.9,21.8,16,537.3,1.6,1,0.7,0,0,12,8.1,0,57,777,13.6,142,22,15.5,14,9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,193.6,36.4,18.8,1352,2.8,49,20.2,40,81.6,51,20.9,78.4,135,2361,17.5,197,39,19.8,49,19.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,161.7,19.6,12.1,0,0,73,31.1,57.5,78.8,76.5,32.1,75.2,110.8,1353,12.2,169,20,11.8,73,30.2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,187.3,42,22.4,1059.6,2.2,22,10.5,10,45.5,19.1,9.2,52.4,80.4,1184,14.7,192,48,25,22,10.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,152.1,24.3,16,736,1.9,88,36.7,88,100,88,36.7,100,155.1,2509,16.2,153,27,17.6,88,36.5
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,188,33,17.6,1158.2,2.4,41,17.9,41,100,57,23.3,71.9,128,1770,13.8,189,43,22.8,41,17.8
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,294.4,99.2,33.7,1623.2,2.2,53,15.3,53,100,68,18.8,77.9,168.3,2507,14.9,297,107,36,53,15.1
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,197.5,33.8,17.1,1377.4,2.8,87.3,30.7,58,66.4,87,30.6,66.7,147.6,2042,13.8,210,37,17.6,91,30.2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,184.1,34.5,18.7,1839.5,4,28.7,13.5,27.8,96.9,34,15.6,81.8,112.8,1981,17.6,193,40,20.7,36,15.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,224.5,30.8,13.7,1803,3.2,20.5,8.4,20.5,100,27,10.7,75.9,149.1,1803,12.1,234,32,13.7,21,8.2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,134.5,21.8,16.2,936.2,2.8,35.2,20.7,23.8,67.6,24,15.1,99.2,104.3,1651,15.8,139,23,16.5,36,20.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,112.2,28,24.9,557,2,25,18.2,23,92,46,29.1,50,55.6,1040,18.7,116,28,24.1,25,17.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,154.1,17,11,898.1,2.3,46,23,46,100,54,25.9,85.2,69.8,966,13.8,156,17,10.9,46,22.8
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,155,25,16.1,1091,2.8,32,17.1,31,96.9,36.6,19.1,84.7,100,1575,15.8,155,29,18.7,32,17.1
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,138.5,19.5,14.1,510.5,1.5,22,13.7,22,100,22,13.7,100,64.8,926,14.3,144,21,14.6,22,13.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,93.8,28.7,30.6,722.8,3,47,33.4,47,100,55.2,37,85.1,78.2,1123,14.4,98,30,30.6,47,32.4
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,165.3,46.9,28.4,579,1.4,22.6,12,22.6,100,31.1,15.8,72.7,40.1,637,15.9,166,51,30.7,23,12.2
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,120.5,19.8,16.5,579,1.9,40,24.9,37,92.5,37,23.5,100,84.6,1046,12.4,128,25,19.5,40,23.8
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,141.4,32.8,23.2,455.5,1.3,61,30.1,61,100,61,30.1,100,112.1,1935,17.3,144,33,22.9,61,29.8
2020,Reporting year,National,E92000001,England,,,,,,31854.3,4294.2,13.5,231924.5,2.9,5805.5,15.4,4531.6,78.1,6112.6,16.1,74.1,20530.8,334841,16.3,33966,4865,14.3,5980,15
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,2028.2,248.7,12.3,15253.3,3,230.5,10.2,117,50.7,165.6,7.5,70.6,1348,24283,18,2152,287,13.3,237,9.9
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,4514.6,607.6,13.5,42064.6,3.7,707,13.5,546.9,77.4,799.6,15,68.4,2733.9,48928,17.9,4791,674,14.1,716,13
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,3702.8,471.4,12.7,35796.1,3.8,461.4,11.1,320,69.3,543.4,12.8,58.9,2247.9,38077,16.9,4024,527,13.1,474,10.5
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,2390.1,283.9,11.9,15984.4,2.6,393,14.1,299.7,76.3,340.9,12.5,87.9,1551.2,26265,16.9,2595,341,13.1,401,13.4
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,3416.1,493,14.4,30713.1,3.5,649.3,16,500.6,77.1,744.2,17.9,67.3,2282.1,39240,17.2,3554,565,15.9,669,15.8
2020,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,3085.5,394.2,12.8,17555.9,2.2,318.3,9.4,299.5,94.1,442.2,12.5,67.7,1737.3,25338,14.6,3283,457,13.9,334,9.2
2020,Reporting year,Regional,E92000001,England,E12000007,London,,,,5345.8,900.9,16.9,29444.3,2.2,1539.3,22.4,1205.6,78.3,1670.1,23.8,72.2,3477.3,50940,14.6,5531,966,17.5,1626,22.7
2020,Reporting year,Regional,E92000001,England,E12000008,South East,,,,4602.8,580.7,12.6,25296.3,2.2,963.3,17.3,787.1,81.7,841,15.4,93.6,3367,54631,16.2,4990,665,13.3,971,16.3
2020,Reporting year,Regional,E92000001,England,E12000009,South West,,,,2768.5,313.9,11.3,19816.5,2.8,543.3,16.4,455.3,83.8,565.7,17,80.5,1786.1,27139,15.2,3046,383,12.6,552,15.3
2020,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,2385.5,380.7,16,12950.8,2.1,832.7,25.9,620.5,74.5,844.4,26.1,73.5,1615.7,22829,14.1,2477,407,16.4,888,26.4
2020,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,2960.2,520.2,17.6,16493.5,2.2,706.6,19.3,585,82.8,825.7,21.8,70.9,1861.6,28111,15.1,3054,559,18.3,738,19.5
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,85.7,9.2,10.7,488.2,2.2,23,21.2,0,0,11.6,11.9,0,62.9,938,14.9,92,14,15.2,25,21.4
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,304.3,41.4,13.6,2143.6,2.8,32.5,9.7,19.5,60,36,10.6,54.2,190.5,2995,15.7,319,51,16,35,9.9
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,144.6,11.4,7.9,849.7,2.3,12.4,7.9,0,0,0,0,0,95,1818,19.1,155,14,9,13,7.7
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,121.9,10,8.2,909.1,2.9,4,3.2,4,100,4,3.2,100,84.3,1495,17.7,126,11,8.7,4,3.1
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,173.5,22,12.7,2386.5,5.4,52,23.1,23,44.2,33,16,69.7,132.2,3107,23.5,186,22,11.8,52,21.8
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,246.8,27.4,11.1,1846.3,2.9,28,10.2,21,75,27,9.9,77.8,169.2,2878,17,266,33,12.4,28,9.5
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,155.3,21.4,13.8,1351,3.4,4,2.5,4,100,4,2.5,100,125.7,2236,17.8,164,22,13.4,4,2.4
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,195.6,28.7,14.7,1514.7,3,20.2,9.4,20.2,100,21,9.7,96.2,118.5,1765,14.9,209,33,15.8,21,9.1
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,103.1,16.3,15.8,450.4,1.7,15,12.7,2.3,15.1,2.3,2.2,100,72.4,1551,21.4,108,18,16.7,15,12.2
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,118.4,17.6,14.9,275,0.9,7,5.6,6,85.7,6,4.8,100,70,1287,18.4,123,19,15.4,7,5.4
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,157.1,20.2,12.8,2068,5.2,30.4,16.2,16,52.6,16,9.2,100,135.5,2520,18.6,171,23,13.5,31,15.3
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,221.9,23,10.4,970.8,1.7,2,0.9,1,50,4.7,2.1,21.4,91.9,1693,18.4,233,27,11.6,2,0.9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,127,24.1,19,851,2.6,13,9.3,13,100,18,12.4,72.2,81.8,1396,17.1,134,29,21.6,13,8.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,169.7,31.8,18.7,2126.4,4.9,39,18.7,20,51.3,27.6,14,72.5,112,2014,18,177,42,23.7,39,18.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,163.3,30.9,18.9,1423,3.4,49.1,23.1,21,42.7,24,12.8,87.5,103,2091,20.3,177,34,19.2,51,22.4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,114.5,10,8.7,199,0.7,34,22.9,29,85.3,29,20.2,100,49.9,991,19.9,122,10,8.2,34,21.8
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,168.8,29.2,17.3,1524.6,3.6,14,7.7,11.7,83.6,11.7,6.5,100,114.3,2196,19.2,176,32,18.2,14,7.4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,185.7,27.1,14.6,3473.5,7.4,7,3.6,5,71.4,7,3.6,71.4,110.3,1754,15.9,200,30,15,7,3.4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,251.7,17.9,7.1,3148.5,4.9,46.8,15.7,29.8,63.6,42.1,14.3,70.8,175.9,3070,17.5,268,21,7.8,48,15.2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,71.9,24,33.4,337,1.8,29,28.7,17,58.6,18.5,20.5,91.9,63.3,1174,18.5,73,26,35.6,29,28.4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,118.4,22,18.6,1182,3.9,12,9.2,9,75,11,8.5,81.8,62,1029,16.6,120,22,18.3,12,9.1
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,498.1,65.5,13.1,3405,2.7,66.4,11.8,66.4,100,164,24.8,40.5,299.6,4799,16,530,69,13,67,11.2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,279.1,14,5,3011,4.2,32,10.3,32,100,36,11.4,88.9,166.8,3805,22.8,287,15,5.2,32,10
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,431.5,75.3,17.5,3548.9,3.2,26,5.7,23,88.5,90.5,17.3,25.4,230,4098,17.8,448,77,17.2,26,5.5
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,185.4,29.6,16,1157.7,2.5,30.3,14,22.6,74.7,32.3,14.8,70,86.8,1398,16.1,195,31,15.9,31,13.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,169.5,15.4,9.1,742,1.7,29.2,14.7,12,41.1,12,6.6,100,120.6,2151,17.8,182,19,10.4,31,14.6
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,225.3,25.1,11.1,3047,5.3,24,9.6,24,100,24,9.6,100,127.5,2656,20.8,242,31,12.8,24,9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,143.1,20.4,14.3,2841,7.8,17.6,10.9,8,45.5,16,10.1,50,106.3,2166,20.4,150,21,14,18,10.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,155.2,13,8.4,1100,2.8,34,18,33.8,99.4,24.4,13.6,138.5,104.4,1674,16,176,17,9.7,34,16.2
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,229,18.6,8.1,1957,3.4,14,5.8,14,100,18,7.3,77.8,102.3,2058,20.1,254,22,8.7,16,5.9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,173.2,38.3,22.1,586,1.3,53,23.4,29,54.7,39.5,18.6,73.4,111.1,2001,18,182,44,24.2,53,22.6
