2023 Upper tier local authorities Code,2023 Upper tier local authorities,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E10000017,Lancashire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",829
E10000017,Lancashire,9,Mixed or Multiple ethnic groups: White and Asian,7599
E10000017,Lancashire,10,Mixed or Multiple ethnic groups: White and Black African,2660
E10000017,Lancashire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5526
E10000017,Lancashire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4162
E10000017,Lancashire,13,"White: English, Welsh, Scottish, Northern Irish or British",1052299
E10000017,Lancashire,14,White: Irish,6677
E10000017,Lancashire,15,White: Gypsy or Irish Traveller,956
E10000017,Lancashire,16,White: Roma,912
E10000017,Lancashire,17,White: Other White,37751
E10000017,Lancashire,18,Other ethnic group: Arab,3002
E10000017,Lancashire,19,Other ethnic group: Any other ethnic group,5797
E10000018,Leicestershire,-8,Does not apply,0
E10000018,Leicestershire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3238
E10000018,Leicestershire,2,"Asian, Asian British or Asian Welsh: Chinese",3570
E10000018,Leicestershire,3,"Asian, Asian British or Asian Welsh: Indian",42152
E10000018,Leicestershire,4,"Asian, Asian British or Asian Welsh: Pakistani",3936
E10000018,Leicestershire,5,"Asian, Asian British or Asian Welsh: Other Asian",5170
E10000018,Leicestershire,6,"Black, Black British, Black Welsh, Caribbean or African: African",5147
E10000018,Leicestershire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1950
E10000018,Leicestershire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",816
E10000018,Leicestershire,9,Mixed or Multiple ethnic groups: White and Asian,5566
E10000018,Leicestershire,10,Mixed or Multiple ethnic groups: White and Black African,1637
E10000018,Leicestershire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4925
E10000018,Leicestershire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3415
E10000018,Leicestershire,13,"White: English, Welsh, Scottish, Northern Irish or British",595796
E10000018,Leicestershire,14,White: Irish,3790
E10000018,Leicestershire,15,White: Gypsy or Irish Traveller,598
E10000018,Leicestershire,16,White: Roma,389
E10000018,Leicestershire,17,White: Other White,22856
E10000018,Leicestershire,18,Other ethnic group: Arab,1442
E10000018,Leicestershire,19,Other ethnic group: Any other ethnic group,5973
E10000019,Lincolnshire,-8,Does not apply,0
E10000019,Lincolnshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",732
E10000019,Lincolnshire,2,"Asian, Asian British or Asian Welsh: Chinese",2351
E10000019,Lincolnshire,3,"Asian, Asian British or Asian Welsh: Indian",3925
E10000019,Lincolnshire,4,"Asian, Asian British or Asian Welsh: Pakistani",1246
E10000019,Lincolnshire,5,"Asian, Asian British or Asian Welsh: Other Asian",3673
E10000019,Lincolnshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",2897
E10000019,Lincolnshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",952
E10000019,Lincolnshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",516
E10000019,Lincolnshire,9,Mixed or Multiple ethnic groups: White and Asian,3114
E10000019,Lincolnshire,10,Mixed or Multiple ethnic groups: White and Black African,1632
E10000019,Lincolnshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2856
E10000019,Lincolnshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2589
E10000019,Lincolnshire,13,"White: English, Welsh, Scottish, Northern Irish or British",685720
E10000019,Lincolnshire,14,White: Irish,3127
E10000019,Lincolnshire,15,White: Gypsy or Irish Traveller,958
E10000019,Lincolnshire,16,White: Roma,691
E10000019,Lincolnshire,17,White: Other White,47036
E10000019,Lincolnshire,18,Other ethnic group: Arab,819
E10000019,Lincolnshire,19,Other ethnic group: Any other ethnic group,3532
E10000020,Norfolk,-8,Does not apply,0
E10000020,Norfolk,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1480
E10000020,Norfolk,2,"Asian, Asian British or Asian Welsh: Chinese",3666
E10000020,Norfolk,3,"Asian, Asian British or Asian Welsh: Indian",6577
E10000020,Norfolk,4,"Asian, Asian British or Asian Welsh: Pakistani",1136
E10000020,Norfolk,5,"Asian, Asian British or Asian Welsh: Other Asian",6133
E10000020,Norfolk,6,"Black, Black British, Black Welsh, Caribbean or African: African",6002
E10000020,Norfolk,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1190
E10000020,Norfolk,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1177
E10000020,Norfolk,9,Mixed or Multiple ethnic groups: White and Asian,4389
E10000020,Norfolk,10,Mixed or Multiple ethnic groups: White and Black African,3210
E10000020,Norfolk,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3200
E10000020,Norfolk,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4281
E10000020,Norfolk,13,"White: English, Welsh, Scottish, Northern Irish or British",814728
E10000020,Norfolk,14,White: Irish,4049
E10000020,Norfolk,15,White: Gypsy or Irish Traveller,1266
E10000020,Norfolk,16,White: Roma,756
E10000020,Norfolk,17,White: Other White,46352
E10000020,Norfolk,18,Other ethnic group: Arab,1428
E10000020,Norfolk,19,Other ethnic group: Any other ethnic group,5100
E10000024,Nottinghamshire,-8,Does not apply,0
E10000024,Nottinghamshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",888
E10000024,Nottinghamshire,2,"Asian, Asian British or Asian Welsh: Chinese",3890
E10000024,Nottinghamshire,3,"Asian, Asian British or Asian Welsh: Indian",10344
E10000024,Nottinghamshire,4,"Asian, Asian British or Asian Welsh: Pakistani",5013
E10000024,Nottinghamshire,5,"Asian, Asian British or Asian Welsh: Other Asian",4388
E10000024,Nottinghamshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",5255
E10000024,Nottinghamshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3268
E10000024,Nottinghamshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1409
E10000024,Nottinghamshire,9,Mixed or Multiple ethnic groups: White and Asian,4601
E10000024,Nottinghamshire,10,Mixed or Multiple ethnic groups: White and Black African,1806
E10000024,Nottinghamshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7203
E10000024,Nottinghamshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3493
E10000024,Nottinghamshire,13,"White: English, Welsh, Scottish, Northern Irish or British",729289
E10000024,Nottinghamshire,14,White: Irish,4019
E10000024,Nottinghamshire,15,White: Gypsy or Irish Traveller,732
E10000024,Nottinghamshire,16,White: Roma,564
E10000024,Nottinghamshire,17,White: Other White,32620
E10000024,Nottinghamshire,18,Other ethnic group: Arab,1554
E10000024,Nottinghamshire,19,Other ethnic group: Any other ethnic group,4484
E10000025,Oxfordshire,-8,Does not apply,0
E10000025,Oxfordshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3030
E10000025,Oxfordshire,2,"Asian, Asian British or Asian Welsh: Chinese",8249
E10000025,Oxfordshire,3,"Asian, Asian British or Asian Welsh: Indian",12530
E10000025,Oxfordshire,4,"Asian, Asian British or Asian Welsh: Pakistani",10995
E10000025,Oxfordshire,5,"Asian, Asian British or Asian Welsh: Other Asian",11585
E10000025,Oxfordshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",9616
E10000025,Oxfordshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3327
E10000025,Oxfordshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1940
E10000025,Oxfordshire,9,Mixed or Multiple ethnic groups: White and Asian,8008
E10000025,Oxfordshire,10,Mixed or Multiple ethnic groups: White and Black African,2924
E10000025,Oxfordshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5144
E10000025,Oxfordshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6535
E10000025,Oxfordshire,13,"White: English, Welsh, Scottish, Northern Irish or British",557149
E10000025,Oxfordshire,14,White: Irish,6906
E10000025,Oxfordshire,15,White: Gypsy or Irish Traveller,652
E10000025,Oxfordshire,16,White: Roma,1229
E10000025,Oxfordshire,17,White: Other White,64118
E10000025,Oxfordshire,18,Other ethnic group: Arab,2520
E10000025,Oxfordshire,19,Other ethnic group: Any other ethnic group,8837
E10000028,Staffordshire,-8,Does not apply,0
E10000028,Staffordshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",962
E10000028,Staffordshire,2,"Asian, Asian British or Asian Welsh: Chinese",2536
E10000028,Staffordshire,3,"Asian, Asian British or Asian Welsh: Indian",9449
E10000028,Staffordshire,4,"Asian, Asian British or Asian Welsh: Pakistani",11090
E10000028,Staffordshire,5,"Asian, Asian British or Asian Welsh: Other Asian",4873
E10000028,Staffordshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",3288
E10000028,Staffordshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2647
E10000028,Staffordshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",954
E10000028,Staffordshire,9,Mixed or Multiple ethnic groups: White and Asian,4462
E10000028,Staffordshire,10,Mixed or Multiple ethnic groups: White and Black African,1307
E10000028,Staffordshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6719
E10000028,Staffordshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2800
E10000028,Staffordshire,13,"White: English, Welsh, Scottish, Northern Irish or British",789993
E10000028,Staffordshire,14,White: Irish,3749
E10000028,Staffordshire,15,White: Gypsy or Irish Traveller,610
E10000028,Staffordshire,16,White: Roma,569
E10000028,Staffordshire,17,White: Other White,25312
E10000028,Staffordshire,18,Other ethnic group: Arab,829
E10000028,Staffordshire,19,Other ethnic group: Any other ethnic group,3955
E10000029,Suffolk,-8,Does not apply,0
E10000029,Suffolk,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2727
E10000029,Suffolk,2,"Asian, Asian British or Asian Welsh: Chinese",2440
E10000029,Suffolk,3,"Asian, Asian British or Asian Welsh: Indian",5280
E10000029,Suffolk,4,"Asian, Asian British or Asian Welsh: Pakistani",1200
E10000029,Suffolk,5,"Asian, Asian British or Asian Welsh: Other Asian",5836
E10000029,Suffolk,6,"Black, Black British, Black Welsh, Caribbean or African: African",5068
E10000029,Suffolk,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2781
E10000029,Suffolk,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2319
E10000029,Suffolk,9,Mixed or Multiple ethnic groups: White and Asian,3805
E10000029,Suffolk,10,Mixed or Multiple ethnic groups: White and Black African,2980
E10000029,Suffolk,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5832
E10000029,Suffolk,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5190
E10000029,Suffolk,13,"White: English, Welsh, Scottish, Northern Irish or British",664205
E10000029,Suffolk,14,White: Irish,3990
E10000029,Suffolk,15,White: Gypsy or Irish Traveller,905
E10000029,Suffolk,16,White: Roma,987
E10000029,Suffolk,17,White: Other White,38184
E10000029,Suffolk,18,Other ethnic group: Arab,782
E10000029,Suffolk,19,Other ethnic group: Any other ethnic group,6176
E10000030,Surrey,-8,Does not apply,0
E10000030,Surrey,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5229
E10000030,Surrey,2,"Asian, Asian British or Asian Welsh: Chinese",11034
E10000030,Surrey,3,"Asian, Asian British or Asian Welsh: Indian",35090
E10000030,Surrey,4,"Asian, Asian British or Asian Welsh: Pakistani",17887
E10000030,Surrey,5,"Asian, Asian British or Asian Welsh: Other Asian",23671
E10000030,Surrey,6,"Black, Black British, Black Welsh, Caribbean or African: African",13570
E10000030,Surrey,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4771
E10000030,Surrey,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2493
E10000030,Surrey,9,Mixed or Multiple ethnic groups: White and Asian,15909
E10000030,Surrey,10,Mixed or Multiple ethnic groups: White and Black African,4966
E10000030,Surrey,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7577
E10000030,Surrey,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,12031
E10000030,Surrey,13,"White: English, Welsh, Scottish, Northern Irish or British",921285
E10000030,Surrey,14,White: Irish,14111
E10000030,Surrey,15,White: Gypsy or Irish Traveller,2600
E10000030,Surrey,16,White: Roma,1673
E10000030,Surrey,17,White: Other White,88967
E10000030,Surrey,18,Other ethnic group: Arab,5253
E10000030,Surrey,19,Other ethnic group: Any other ethnic group,14988
E10000031,Warwickshire,-8,Does not apply,0
E10000031,Warwickshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",601
E10000031,Warwickshire,2,"Asian, Asian British or Asian Welsh: Chinese",3114
E10000031,Warwickshire,3,"Asian, Asian British or Asian Welsh: Indian",24290
E10000031,Warwickshire,4,"Asian, Asian British or Asian Welsh: Pakistani",3156
E10000031,Warwickshire,5,"Asian, Asian British or Asian Welsh: Other Asian",6160
E10000031,Warwickshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",4874
E10000031,Warwickshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2104
E10000031,Warwickshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1038
E10000031,Warwickshire,9,Mixed or Multiple ethnic groups: White and Asian,4616
E10000031,Warwickshire,10,Mixed or Multiple ethnic groups: White and Black African,1474
E10000031,Warwickshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4530
E10000031,Warwickshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2913
E10000031,Warwickshire,13,"White: English, Welsh, Scottish, Northern Irish or British",490070
E10000031,Warwickshire,14,White: Irish,5540
E10000031,Warwickshire,15,White: Gypsy or Irish Traveller,388
E10000031,Warwickshire,16,White: Roma,651
E10000031,Warwickshire,17,White: Other White,35025
E10000031,Warwickshire,18,Other ethnic group: Arab,780
E10000031,Warwickshire,19,Other ethnic group: Any other ethnic group,5449
E10000032,West Sussex,-8,Does not apply,0
E10000032,West Sussex,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3283
E10000032,West Sussex,2,"Asian, Asian British or Asian Welsh: Chinese",3471
E10000032,West Sussex,3,"Asian, Asian British or Asian Welsh: Indian",13989
E10000032,West Sussex,4,"Asian, Asian British or Asian Welsh: Pakistani",7328
E10000032,West Sussex,5,"Asian, Asian British or Asian Welsh: Other Asian",10217
E10000032,West Sussex,6,"Black, Black British, Black Welsh, Caribbean or African: African",7266
E10000032,West Sussex,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2047
E10000032,West Sussex,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2116
E10000032,West Sussex,9,Mixed or Multiple ethnic groups: White and Asian,7070
E10000032,West Sussex,10,Mixed or Multiple ethnic groups: White and Black African,3518
E10000032,West Sussex,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4172
E10000032,West Sussex,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6051
E10000032,West Sussex,13,"White: English, Welsh, Scottish, Northern Irish or British",743568
E10000032,West Sussex,14,White: Irish,6761
E10000032,West Sussex,15,White: Gypsy or Irish Traveller,1208
E10000032,West Sussex,16,White: Roma,1086
E10000032,West Sussex,17,White: Other White,50893
E10000032,West Sussex,18,Other ethnic group: Arab,1815
E10000032,West Sussex,19,Other ethnic group: Any other ethnic group,6811
E10000034,Worcestershire,-8,Does not apply,0
E10000034,Worcestershire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1711
E10000034,Worcestershire,2,"Asian, Asian British or Asian Welsh: Chinese",1794
E10000034,Worcestershire,3,"Asian, Asian British or Asian Welsh: Indian",5576
E10000034,Worcestershire,4,"Asian, Asian British or Asian Welsh: Pakistani",6553
E10000034,Worcestershire,5,"Asian, Asian British or Asian Welsh: Other Asian",2877
E10000034,Worcestershire,6,"Black, Black British, Black Welsh, Caribbean or African: African",1963
E10000034,Worcestershire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1595
E10000034,Worcestershire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",593
E10000034,Worcestershire,9,Mixed or Multiple ethnic groups: White and Asian,3482
E10000034,Worcestershire,10,Mixed or Multiple ethnic groups: White and Black African,1119
E10000034,Worcestershire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4319
E10000034,Worcestershire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2253
E10000034,Worcestershire,13,"White: English, Welsh, Scottish, Northern Irish or British",535492
E10000034,Worcestershire,14,White: Irish,3579
E10000034,Worcestershire,15,White: Gypsy or Irish Traveller,1514
E10000034,Worcestershire,16,White: Roma,410
E10000034,Worcestershire,17,White: Other White,25489
E10000034,Worcestershire,18,Other ethnic group: Arab,557
E10000034,Worcestershire,19,Other ethnic group: Any other ethnic group,2800
W06000001,Isle of Anglesey,-8,Does not apply,0
W06000001,Isle of Anglesey,1,"Asian, Asian British or Asian Welsh: Bangladeshi",40
W06000001,Isle of Anglesey,2,"Asian, Asian British or Asian Welsh: Chinese",108
W06000001,Isle of Anglesey,3,"Asian, Asian British or Asian Welsh: Indian",94
W06000001,Isle of Anglesey,4,"Asian, Asian British or Asian Welsh: Pakistani",22
W06000001,Isle of Anglesey,5,"Asian, Asian British or Asian Welsh: Other Asian",166
W06000001,Isle of Anglesey,6,"Black, Black British, Black Welsh, Caribbean or African: African",68
W06000001,Isle of Anglesey,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",17
W06000001,Isle of Anglesey,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",19
W06000001,Isle of Anglesey,9,Mixed or Multiple ethnic groups: White and Asian,191
W06000001,Isle of Anglesey,10,Mixed or Multiple ethnic groups: White and Black African,78
W06000001,Isle of Anglesey,11,Mixed or Multiple ethnic groups: White and Black Caribbean,156
W06000001,Isle of Anglesey,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,173
W06000001,Isle of Anglesey,13,"White: English, Welsh, Scottish, Northern Irish or British",66339
W06000001,Isle of Anglesey,14,White: Irish,381
W06000001,Isle of Anglesey,15,White: Gypsy or Irish Traveller,54
W06000001,Isle of Anglesey,16,White: Roma,33
W06000001,Isle of Anglesey,17,White: Other White,780
W06000001,Isle of Anglesey,18,Other ethnic group: Arab,58
W06000001,Isle of Anglesey,19,Other ethnic group: Any other ethnic group,102
W06000002,Gwynedd,-8,Does not apply,0
W06000002,Gwynedd,1,"Asian, Asian British or Asian Welsh: Bangladeshi",199
W06000002,Gwynedd,2,"Asian, Asian British or Asian Welsh: Chinese",580
W06000002,Gwynedd,3,"Asian, Asian British or Asian Welsh: Indian",484
W06000002,Gwynedd,4,"Asian, Asian British or Asian Welsh: Pakistani",209
W06000002,Gwynedd,5,"Asian, Asian British or Asian Welsh: Other Asian",496
W06000002,Gwynedd,6,"Black, Black British, Black Welsh, Caribbean or African: African",373
W06000002,Gwynedd,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",82
W06000002,Gwynedd,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",58
W06000002,Gwynedd,9,Mixed or Multiple ethnic groups: White and Asian,438
W06000002,Gwynedd,10,Mixed or Multiple ethnic groups: White and Black African,179
W06000002,Gwynedd,11,Mixed or Multiple ethnic groups: White and Black Caribbean,371
W06000002,Gwynedd,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,345
W06000002,Gwynedd,13,"White: English, Welsh, Scottish, Northern Irish or British",109548
W06000002,Gwynedd,14,White: Irish,554
W06000002,Gwynedd,15,White: Gypsy or Irish Traveller,111
W06000002,Gwynedd,16,White: Roma,45
W06000002,Gwynedd,17,White: Other White,2729
W06000002,Gwynedd,18,Other ethnic group: Arab,314
W06000002,Gwynedd,19,Other ethnic group: Any other ethnic group,277
W06000003,Conwy,-8,Does not apply,0
W06000003,Conwy,1,"Asian, Asian British or Asian Welsh: Bangladeshi",179
W06000003,Conwy,2,"Asian, Asian British or Asian Welsh: Chinese",433
W06000003,Conwy,3,"Asian, Asian British or Asian Welsh: Indian",373
W06000003,Conwy,4,"Asian, Asian British or Asian Welsh: Pakistani",195
W06000003,Conwy,5,"Asian, Asian British or Asian Welsh: Other Asian",471
W06000003,Conwy,6,"Black, Black British, Black Welsh, Caribbean or African: African",162
W06000003,Conwy,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",60
W06000003,Conwy,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",49
W06000003,Conwy,9,Mixed or Multiple ethnic groups: White and Asian,457
W06000003,Conwy,10,Mixed or Multiple ethnic groups: White and Black African,189
W06000003,Conwy,11,Mixed or Multiple ethnic groups: White and Black Caribbean,326
W06000003,Conwy,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,282
W06000003,Conwy,13,"White: English, Welsh, Scottish, Northern Irish or British",107926
W06000003,Conwy,14,White: Irish,843
W06000003,Conwy,15,White: Gypsy or Irish Traveller,104
W06000003,Conwy,16,White: Roma,19
W06000003,Conwy,17,White: Other White,2284
W06000003,Conwy,18,Other ethnic group: Arab,116
W06000003,Conwy,19,Other ethnic group: Any other ethnic group,275
W06000004,Denbighshire,-8,Does not apply,0
W06000004,Denbighshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",115
W06000004,Denbighshire,2,"Asian, Asian British or Asian Welsh: Chinese",337
W06000004,Denbighshire,3,"Asian, Asian British or Asian Welsh: Indian",332
W06000004,Denbighshire,4,"Asian, Asian British or Asian Welsh: Pakistani",166
W06000004,Denbighshire,5,"Asian, Asian British or Asian Welsh: Other Asian",700
W06000004,Denbighshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",179
W06000004,Denbighshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",44
W06000004,Denbighshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",45
W06000004,Denbighshire,9,Mixed or Multiple ethnic groups: White and Asian,350
W06000004,Denbighshire,10,Mixed or Multiple ethnic groups: White and Black African,162
W06000004,Denbighshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,313
W06000004,Denbighshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,227
W06000004,Denbighshire,13,"White: English, Welsh, Scottish, Northern Irish or British",90470
W06000004,Denbighshire,14,White: Irish,484
W06000004,Denbighshire,15,White: Gypsy or Irish Traveller,62
W06000004,Denbighshire,16,White: Roma,32
W06000004,Denbighshire,17,White: Other White,1440
W06000004,Denbighshire,18,Other ethnic group: Arab,119
W06000004,Denbighshire,19,Other ethnic group: Any other ethnic group,243
W06000005,Flintshire,-8,Does not apply,0
W06000005,Flintshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",109
W06000005,Flintshire,2,"Asian, Asian British or Asian Welsh: Chinese",374
W06000005,Flintshire,3,"Asian, Asian British or Asian Welsh: Indian",395
W06000005,Flintshire,4,"Asian, Asian British or Asian Welsh: Pakistani",128
W06000005,Flintshire,5,"Asian, Asian British or Asian Welsh: Other Asian",449
W06000005,Flintshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",174
W06000005,Flintshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",62
W06000005,Flintshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",56
W06000005,Flintshire,9,Mixed or Multiple ethnic groups: White and Asian,506
W06000005,Flintshire,10,Mixed or Multiple ethnic groups: White and Black African,240
W06000005,Flintshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,331
W06000005,Flintshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,369
W06000005,Flintshire,13,"White: English, Welsh, Scottish, Northern Irish or British",144356
W06000005,Flintshire,14,White: Irish,630
W06000005,Flintshire,15,White: Gypsy or Irish Traveller,123
W06000005,Flintshire,16,White: Roma,74
W06000005,Flintshire,17,White: Other White,6049
W06000005,Flintshire,18,Other ethnic group: Arab,92
W06000005,Flintshire,19,Other ethnic group: Any other ethnic group,443
W06000006,Wrexham,-8,Does not apply,0
W06000006,Wrexham,1,"Asian, Asian British or Asian Welsh: Bangladeshi",276
W06000006,Wrexham,2,"Asian, Asian British or Asian Welsh: Chinese",304
W06000006,Wrexham,3,"Asian, Asian British or Asian Welsh: Indian",538
W06000006,Wrexham,4,"Asian, Asian British or Asian Welsh: Pakistani",283
W06000006,Wrexham,5,"Asian, Asian British or Asian Welsh: Other Asian",845
W06000006,Wrexham,6,"Black, Black British, Black Welsh, Caribbean or African: African",654
W06000006,Wrexham,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",87
W06000006,Wrexham,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",137
W06000006,Wrexham,9,Mixed or Multiple ethnic groups: White and Asian,446
W06000006,Wrexham,10,Mixed or Multiple ethnic groups: White and Black African,392
W06000006,Wrexham,11,Mixed or Multiple ethnic groups: White and Black Caribbean,382
W06000006,Wrexham,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,338
W06000006,Wrexham,13,"White: English, Welsh, Scottish, Northern Irish or British",122547
W06000006,Wrexham,14,White: Irish,427
W06000006,Wrexham,15,White: Gypsy or Irish Traveller,119
W06000006,Wrexham,16,White: Roma,64
W06000006,Wrexham,17,White: Other White,6520
W06000006,Wrexham,18,Other ethnic group: Arab,219
W06000006,Wrexham,19,Other ethnic group: Any other ethnic group,544
W06000008,Ceredigion,-8,Does not apply,0
W06000008,Ceredigion,1,"Asian, Asian British or Asian Welsh: Bangladeshi",76
W06000008,Ceredigion,2,"Asian, Asian British or Asian Welsh: Chinese",320
W06000008,Ceredigion,3,"Asian, Asian British or Asian Welsh: Indian",325
W06000008,Ceredigion,4,"Asian, Asian British or Asian Welsh: Pakistani",145
W06000008,Ceredigion,5,"Asian, Asian British or Asian Welsh: Other Asian",230
W06000008,Ceredigion,6,"Black, Black British, Black Welsh, Caribbean or African: African",252
W06000008,Ceredigion,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",74
W06000008,Ceredigion,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",40
W06000008,Ceredigion,9,Mixed or Multiple ethnic groups: White and Asian,292
W06000008,Ceredigion,10,Mixed or Multiple ethnic groups: White and Black African,128
W06000008,Ceredigion,11,Mixed or Multiple ethnic groups: White and Black Caribbean,190
W06000008,Ceredigion,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,257
W06000008,Ceredigion,13,"White: English, Welsh, Scottish, Northern Irish or British",65674
W06000008,Ceredigion,14,White: Irish,430
W06000008,Ceredigion,15,White: Gypsy or Irish Traveller,57
W06000008,Ceredigion,16,White: Roma,29
W06000008,Ceredigion,17,White: Other White,2586
W06000008,Ceredigion,18,Other ethnic group: Arab,138
W06000008,Ceredigion,19,Other ethnic group: Any other ethnic group,230
W06000009,Pembrokeshire,-8,Does not apply,0
W06000009,Pembrokeshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",146
W06000009,Pembrokeshire,2,"Asian, Asian British or Asian Welsh: Chinese",221
W06000009,Pembrokeshire,3,"Asian, Asian British or Asian Welsh: Indian",243
W06000009,Pembrokeshire,4,"Asian, Asian British or Asian Welsh: Pakistani",77
W06000009,Pembrokeshire,5,"Asian, Asian British or Asian Welsh: Other Asian",472
W06000009,Pembrokeshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",147
W06000009,Pembrokeshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",55
W06000009,Pembrokeshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",42
W06000009,Pembrokeshire,9,Mixed or Multiple ethnic groups: White and Asian,400
