2023 Upper tier local authorities Code,2023 Upper tier local authorities,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E06000050,Cheshire West and Chester,18,Other ethnic group: Arab,595
E06000050,Cheshire West and Chester,19,Other ethnic group: Any other ethnic group,1564
E06000051,Shropshire,-8,Does not apply,0
E06000051,Shropshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",237
E06000051,Shropshire,2,"Asian, Asian British or Asian Welsh: Chinese",909
E06000051,Shropshire,3,"Asian, Asian British or Asian Welsh: Indian",1614
E06000051,Shropshire,4,"Asian, Asian British or Asian Welsh: Pakistani",443
E06000051,Shropshire,5,"Asian, Asian British or Asian Welsh: Other Asian",1121
E06000051,Shropshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",576
E06000051,Shropshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",300
E06000051,Shropshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",241
E06000051,Shropshire,9,Mixed or Multiple ethnic groups: White and Asian,1259
E06000051,Shropshire,10,Mixed or Multiple ethnic groups: White and Black African,400
E06000051,Shropshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1126
E06000051,Shropshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1076
E06000051,Shropshire,13,"White: English, Welsh, Scottish, Northern Irish or British",301918
E06000051,Shropshire,14,White: Irish,1506
E06000051,Shropshire,15,White: Gypsy or Irish Traveller,349
E06000051,Shropshire,16,White: Roma,158
E06000051,Shropshire,17,White: Other White,8945
E06000051,Shropshire,18,Other ethnic group: Arab,386
E06000051,Shropshire,19,Other ethnic group: Any other ethnic group,1043
E06000052,Cornwall,-8,Does not apply,0
E06000052,Cornwall,1,"Asian, Asian British or Asian Welsh: Bangladeshi",319
E06000052,Cornwall,2,"Asian, Asian British or Asian Welsh: Chinese",1033
E06000052,Cornwall,3,"Asian, Asian British or Asian Welsh: Indian",784
E06000052,Cornwall,4,"Asian, Asian British or Asian Welsh: Pakistani",233
E06000052,Cornwall,5,"Asian, Asian British or Asian Welsh: Other Asian",1663
E06000052,Cornwall,6,"Black, Black British, Black Welsh, Caribbean or African: African",574
E06000052,Cornwall,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",302
E06000052,Cornwall,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",182
E06000052,Cornwall,9,Mixed or Multiple ethnic groups: White and Asian,2446
E06000052,Cornwall,10,Mixed or Multiple ethnic groups: White and Black African,895
E06000052,Cornwall,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1693
E06000052,Cornwall,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1996
E06000052,Cornwall,13,"White: English, Welsh, Scottish, Northern Irish or British",533882
E06000052,Cornwall,14,White: Irish,2455
E06000052,Cornwall,15,White: Gypsy or Irish Traveller,717
E06000052,Cornwall,16,White: Roma,289
E06000052,Cornwall,17,White: Other White,14787
E06000052,Cornwall,18,Other ethnic group: Arab,298
E06000052,Cornwall,19,Other ethnic group: Any other ethnic group,5757
E06000053,Isles of Scilly,-8,Does not apply,0
E06000053,Isles of Scilly,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E06000053,Isles of Scilly,2,"Asian, Asian British or Asian Welsh: Chinese",1
E06000053,Isles of Scilly,3,"Asian, Asian British or Asian Welsh: Indian",0
E06000053,Isles of Scilly,4,"Asian, Asian British or Asian Welsh: Pakistani",0
E06000053,Isles of Scilly,5,"Asian, Asian British or Asian Welsh: Other Asian",5
E06000053,Isles of Scilly,6,"Black, Black British, Black Welsh, Caribbean or African: African",2
E06000053,Isles of Scilly,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2
E06000053,Isles of Scilly,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E06000053,Isles of Scilly,9,Mixed or Multiple ethnic groups: White and Asian,8
E06000053,Isles of Scilly,10,Mixed or Multiple ethnic groups: White and Black African,8
E06000053,Isles of Scilly,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2
E06000053,Isles of Scilly,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5
E06000053,Isles of Scilly,13,"White: English, Welsh, Scottish, Northern Irish or British",1926
E06000053,Isles of Scilly,14,White: Irish,9
E06000053,Isles of Scilly,15,White: Gypsy or Irish Traveller,1
E06000053,Isles of Scilly,16,White: Roma,0
E06000053,Isles of Scilly,17,White: Other White,68
E06000053,Isles of Scilly,18,Other ethnic group: Arab,0
E06000053,Isles of Scilly,19,Other ethnic group: Any other ethnic group,18
E06000054,Wiltshire,-8,Does not apply,0
E06000054,Wiltshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",934
E06000054,Wiltshire,2,"Asian, Asian British or Asian Welsh: Chinese",1494
E06000054,Wiltshire,3,"Asian, Asian British or Asian Welsh: Indian",2810
E06000054,Wiltshire,4,"Asian, Asian British or Asian Welsh: Pakistani",396
E06000054,Wiltshire,5,"Asian, Asian British or Asian Welsh: Other Asian",5242
E06000054,Wiltshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",2984
E06000054,Wiltshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1589
E06000054,Wiltshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1213
E06000054,Wiltshire,9,Mixed or Multiple ethnic groups: White and Asian,2703
E06000054,Wiltshire,10,Mixed or Multiple ethnic groups: White and Black African,1161
E06000054,Wiltshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2479
E06000054,Wiltshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2366
E06000054,Wiltshire,13,"White: English, Welsh, Scottish, Northern Irish or British",459594
E06000054,Wiltshire,14,White: Irish,2591
E06000054,Wiltshire,15,White: Gypsy or Irish Traveller,711
E06000054,Wiltshire,16,White: Roma,260
E06000054,Wiltshire,17,White: Other White,18257
E06000054,Wiltshire,18,Other ethnic group: Arab,637
E06000054,Wiltshire,19,Other ethnic group: Any other ethnic group,2912
E06000055,Bedford,-8,Does not apply,0
E06000055,Bedford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4486
E06000055,Bedford,2,"Asian, Asian British or Asian Welsh: Chinese",756
E06000055,Bedford,3,"Asian, Asian British or Asian Welsh: Indian",10074
E06000055,Bedford,4,"Asian, Asian British or Asian Welsh: Pakistani",5297
E06000055,Bedford,5,"Asian, Asian British or Asian Welsh: Other Asian",2650
E06000055,Bedford,6,"Black, Black British, Black Welsh, Caribbean or African: African",5448
E06000055,Bedford,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3227
E06000055,Bedford,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1173
E06000055,Bedford,9,Mixed or Multiple ethnic groups: White and Asian,2146
E06000055,Bedford,10,Mixed or Multiple ethnic groups: White and Black African,939
E06000055,Bedford,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3638
E06000055,Bedford,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1863
E06000055,Bedford,13,"White: English, Welsh, Scottish, Northern Irish or British",118779
E06000055,Bedford,14,White: Irish,1798
E06000055,Bedford,15,White: Gypsy or Irish Traveller,208
E06000055,Bedford,16,White: Roma,483
E06000055,Bedford,17,White: Other White,18906
E06000055,Bedford,18,Other ethnic group: Arab,557
E06000055,Bedford,19,Other ethnic group: Any other ethnic group,2796
E06000056,Central Bedfordshire,-8,Does not apply,0
E06000056,Central Bedfordshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",572
E06000056,Central Bedfordshire,2,"Asian, Asian British or Asian Welsh: Chinese",1368
E06000056,Central Bedfordshire,3,"Asian, Asian British or Asian Welsh: Indian",4684
E06000056,Central Bedfordshire,4,"Asian, Asian British or Asian Welsh: Pakistani",1312
E06000056,Central Bedfordshire,5,"Asian, Asian British or Asian Welsh: Other Asian",2385
E06000056,Central Bedfordshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",3942
E06000056,Central Bedfordshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2148
E06000056,Central Bedfordshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",928
E06000056,Central Bedfordshire,9,Mixed or Multiple ethnic groups: White and Asian,2572
E06000056,Central Bedfordshire,10,Mixed or Multiple ethnic groups: White and Black African,1095
E06000056,Central Bedfordshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3121
E06000056,Central Bedfordshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2097
E06000056,Central Bedfordshire,13,"White: English, Welsh, Scottish, Northern Irish or British",245769
E06000056,Central Bedfordshire,14,White: Irish,3527
E06000056,Central Bedfordshire,15,White: Gypsy or Irish Traveller,436
E06000056,Central Bedfordshire,16,White: Roma,297
E06000056,Central Bedfordshire,17,White: Other White,15516
E06000056,Central Bedfordshire,18,Other ethnic group: Arab,493
E06000056,Central Bedfordshire,19,Other ethnic group: Any other ethnic group,1989
E06000057,Northumberland,-8,Does not apply,0
E06000057,Northumberland,1,"Asian, Asian British or Asian Welsh: Bangladeshi",302
E06000057,Northumberland,2,"Asian, Asian British or Asian Welsh: Chinese",521
E06000057,Northumberland,3,"Asian, Asian British or Asian Welsh: Indian",1183
E06000057,Northumberland,4,"Asian, Asian British or Asian Welsh: Pakistani",514
E06000057,Northumberland,5,"Asian, Asian British or Asian Welsh: Other Asian",854
E06000057,Northumberland,6,"Black, Black British, Black Welsh, Caribbean or African: African",400
E06000057,Northumberland,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",124
E06000057,Northumberland,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",74
E06000057,Northumberland,9,Mixed or Multiple ethnic groups: White and Asian,1033
E06000057,Northumberland,10,Mixed or Multiple ethnic groups: White and Black African,440
E06000057,Northumberland,11,Mixed or Multiple ethnic groups: White and Black Caribbean,456
E06000057,Northumberland,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,628
E06000057,Northumberland,13,"White: English, Welsh, Scottish, Northern Irish or British",308015
E06000057,Northumberland,14,White: Irish,910
E06000057,Northumberland,15,White: Gypsy or Irish Traveller,176
E06000057,Northumberland,16,White: Roma,62
E06000057,Northumberland,17,White: Other White,3864
E06000057,Northumberland,18,Other ethnic group: Arab,268
E06000057,Northumberland,19,Other ethnic group: Any other ethnic group,742
E06000058,"Bournemouth, Christchurch and Poole",-8,Does not apply,0
E06000058,"Bournemouth, Christchurch and Poole",1,"Asian, Asian British or Asian Welsh: Bangladeshi",1219
E06000058,"Bournemouth, Christchurch and Poole",2,"Asian, Asian British or Asian Welsh: Chinese",2569
E06000058,"Bournemouth, Christchurch and Poole",3,"Asian, Asian British or Asian Welsh: Indian",4678
E06000058,"Bournemouth, Christchurch and Poole",4,"Asian, Asian British or Asian Welsh: Pakistani",596
E06000058,"Bournemouth, Christchurch and Poole",5,"Asian, Asian British or Asian Welsh: Other Asian",4489
E06000058,"Bournemouth, Christchurch and Poole",6,"Black, Black British, Black Welsh, Caribbean or African: African",2833
E06000058,"Bournemouth, Christchurch and Poole",7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",917
E06000058,"Bournemouth, Christchurch and Poole",8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",483
E06000058,"Bournemouth, Christchurch and Poole",9,Mixed or Multiple ethnic groups: White and Asian,3213
E06000058,"Bournemouth, Christchurch and Poole",10,Mixed or Multiple ethnic groups: White and Black African,1839
E06000058,"Bournemouth, Christchurch and Poole",11,Mixed or Multiple ethnic groups: White and Black Caribbean,2660
E06000058,"Bournemouth, Christchurch and Poole",12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3381
E06000058,"Bournemouth, Christchurch and Poole",13,"White: English, Welsh, Scottish, Northern Irish or British",329609
E06000058,"Bournemouth, Christchurch and Poole",14,White: Irish,2611
E06000058,"Bournemouth, Christchurch and Poole",15,White: Gypsy or Irish Traveller,489
E06000058,"Bournemouth, Christchurch and Poole",16,White: Roma,864
E06000058,"Bournemouth, Christchurch and Poole",17,White: Other White,31937
E06000058,"Bournemouth, Christchurch and Poole",18,Other ethnic group: Arab,1371
E06000058,"Bournemouth, Christchurch and Poole",19,Other ethnic group: Any other ethnic group,4437
E06000059,Dorset,-8,Does not apply,0
E06000059,Dorset,1,"Asian, Asian British or Asian Welsh: Bangladeshi",463
E06000059,Dorset,2,"Asian, Asian British or Asian Welsh: Chinese",815
E06000059,Dorset,3,"Asian, Asian British or Asian Welsh: Indian",926
E06000059,Dorset,4,"Asian, Asian British or Asian Welsh: Pakistani",242
E06000059,Dorset,5,"Asian, Asian British or Asian Welsh: Other Asian",1859
E06000059,Dorset,6,"Black, Black British, Black Welsh, Caribbean or African: African",605
E06000059,Dorset,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",296
E06000059,Dorset,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",181
E06000059,Dorset,9,Mixed or Multiple ethnic groups: White and Asian,1635
E06000059,Dorset,10,Mixed or Multiple ethnic groups: White and Black African,601
E06000059,Dorset,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1011
E06000059,Dorset,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1189
E06000059,Dorset,13,"White: English, Welsh, Scottish, Northern Irish or British",356270
E06000059,Dorset,14,White: Irish,1917
E06000059,Dorset,15,White: Gypsy or Irish Traveller,580
E06000059,Dorset,16,White: Roma,161
E06000059,Dorset,17,White: Other White,9487
E06000059,Dorset,18,Other ethnic group: Arab,223
E06000059,Dorset,19,Other ethnic group: Any other ethnic group,1119
E06000060,Buckinghamshire,-8,Does not apply,0
E06000060,Buckinghamshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1673
E06000060,Buckinghamshire,2,"Asian, Asian British or Asian Welsh: Chinese",3010
E06000060,Buckinghamshire,3,"Asian, Asian British or Asian Welsh: Indian",24181
E06000060,Buckinghamshire,4,"Asian, Asian British or Asian Welsh: Pakistani",29546
E06000060,Buckinghamshire,5,"Asian, Asian British or Asian Welsh: Other Asian",9908
E06000060,Buckinghamshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",6811
E06000060,Buckinghamshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5668
E06000060,Buckinghamshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1790
E06000060,Buckinghamshire,9,Mixed or Multiple ethnic groups: White and Asian,6744
E06000060,Buckinghamshire,10,Mixed or Multiple ethnic groups: White and Black African,1902
E06000060,Buckinghamshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5940
E06000060,Buckinghamshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4984
E06000060,Buckinghamshire,13,"White: English, Welsh, Scottish, Northern Irish or British",401489
E06000060,Buckinghamshire,14,White: Irish,6370
E06000060,Buckinghamshire,15,White: Gypsy or Irish Traveller,623
E06000060,Buckinghamshire,16,White: Roma,550
E06000060,Buckinghamshire,17,White: Other White,33132
E06000060,Buckinghamshire,18,Other ethnic group: Arab,1561
E06000060,Buckinghamshire,19,Other ethnic group: Any other ethnic group,7196
E06000061,North Northamptonshire,-8,Does not apply,0
E06000061,North Northamptonshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1104
E06000061,North Northamptonshire,2,"Asian, Asian British or Asian Welsh: Chinese",1005
E06000061,North Northamptonshire,3,"Asian, Asian British or Asian Welsh: Indian",7325
E06000061,North Northamptonshire,4,"Asian, Asian British or Asian Welsh: Pakistani",1029
E06000061,North Northamptonshire,5,"Asian, Asian British or Asian Welsh: Other Asian",2263
E06000061,North Northamptonshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",6889
E06000061,North Northamptonshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2473
E06000061,North Northamptonshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1655
E06000061,North Northamptonshire,9,Mixed or Multiple ethnic groups: White and Asian,1926
E06000061,North Northamptonshire,10,Mixed or Multiple ethnic groups: White and Black African,1320
E06000061,North Northamptonshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3024
E06000061,North Northamptonshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1905
E06000061,North Northamptonshire,13,"White: English, Welsh, Scottish, Northern Irish or British",289274
E06000061,North Northamptonshire,14,White: Irish,2590
E06000061,North Northamptonshire,15,White: Gypsy or Irish Traveller,365
E06000061,North Northamptonshire,16,White: Roma,736
E06000061,North Northamptonshire,17,White: Other White,31699
E06000061,North Northamptonshire,18,Other ethnic group: Arab,338
E06000061,North Northamptonshire,19,Other ethnic group: Any other ethnic group,2603
E06000062,West Northamptonshire,-8,Does not apply,0
E06000062,West Northamptonshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4660
E06000062,West Northamptonshire,2,"Asian, Asian British or Asian Welsh: Chinese",1892
E06000062,West Northamptonshire,3,"Asian, Asian British or Asian Welsh: Indian",9661
E06000062,West Northamptonshire,4,"Asian, Asian British or Asian Welsh: Pakistani",2916
E06000062,West Northamptonshire,5,"Asian, Asian British or Asian Welsh: Other Asian",3334
E06000062,West Northamptonshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",14304
E06000062,West Northamptonshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3647
E06000062,West Northamptonshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2710
E06000062,West Northamptonshire,9,Mixed or Multiple ethnic groups: White and Asian,2720
E06000062,West Northamptonshire,10,Mixed or Multiple ethnic groups: White and Black African,1797
E06000062,West Northamptonshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4619
E06000062,West Northamptonshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2980
E06000062,West Northamptonshire,13,"White: English, Welsh, Scottish, Northern Irish or British",319509
E06000062,West Northamptonshire,14,White: Irish,3872
E06000062,West Northamptonshire,15,White: Gypsy or Irish Traveller,340
E06000062,West Northamptonshire,16,White: Roma,1409
E06000062,West Northamptonshire,17,White: Other White,40628
E06000062,West Northamptonshire,18,Other ethnic group: Arab,685
E06000062,West Northamptonshire,19,Other ethnic group: Any other ethnic group,4040
E06000063,Cumberland,-8,Does not apply,0
E06000063,Cumberland,1,"Asian, Asian British or Asian Welsh: Bangladeshi",279
E06000063,Cumberland,2,"Asian, Asian British or Asian Welsh: Chinese",624
E06000063,Cumberland,3,"Asian, Asian British or Asian Welsh: Indian",657
E06000063,Cumberland,4,"Asian, Asian British or Asian Welsh: Pakistani",218
E06000063,Cumberland,5,"Asian, Asian British or Asian Welsh: Other Asian",936
E06000063,Cumberland,6,"Black, Black British, Black Welsh, Caribbean or African: African",473
E06000063,Cumberland,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",95
E06000063,Cumberland,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",38
E06000063,Cumberland,9,Mixed or Multiple ethnic groups: White and Asian,764
E06000063,Cumberland,10,Mixed or Multiple ethnic groups: White and Black African,319
E06000063,Cumberland,11,Mixed or Multiple ethnic groups: White and Black Caribbean,397
E06000063,Cumberland,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,570
E06000063,Cumberland,13,"White: English, Welsh, Scottish, Northern Irish or British",259836
E06000063,Cumberland,14,White: Irish,841
E06000063,Cumberland,15,White: Gypsy or Irish Traveller,264
E06000063,Cumberland,16,White: Roma,128
E06000063,Cumberland,17,White: Other White,5821
E06000063,Cumberland,18,Other ethnic group: Arab,296
E06000063,Cumberland,19,Other ethnic group: Any other ethnic group,698
E06000064,Westmorland and Furness,-8,Does not apply,0
E06000064,Westmorland and Furness,1,"Asian, Asian British or Asian Welsh: Bangladeshi",168
E06000064,Westmorland and Furness,2,"Asian, Asian British or Asian Welsh: Chinese",504
E06000064,Westmorland and Furness,3,"Asian, Asian British or Asian Welsh: Indian",537
E06000064,Westmorland and Furness,4,"Asian, Asian British or Asian Welsh: Pakistani",139
E06000064,Westmorland and Furness,5,"Asian, Asian British or Asian Welsh: Other Asian",847
E06000064,Westmorland and Furness,6,"Black, Black British, Black Welsh, Caribbean or African: African",393
E06000064,Westmorland and Furness,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",143
E06000064,Westmorland and Furness,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",51
E06000064,Westmorland and Furness,9,Mixed or Multiple ethnic groups: White and Asian,724
E06000064,Westmorland and Furness,10,Mixed or Multiple ethnic groups: White and Black African,271
E06000064,Westmorland and Furness,11,Mixed or Multiple ethnic groups: White and Black Caribbean,398
E06000064,Westmorland and Furness,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,559
E06000064,Westmorland and Furness,13,"White: English, Welsh, Scottish, Northern Irish or British",214336
E06000064,Westmorland and Furness,14,White: Irish,828
E06000064,Westmorland and Furness,15,White: Gypsy or Irish Traveller,104
E06000064,Westmorland and Furness,16,White: Roma,119
E06000064,Westmorland and Furness,17,White: Other White,5748
E06000064,Westmorland and Furness,18,Other ethnic group: Arab,164
E06000064,Westmorland and Furness,19,Other ethnic group: Any other ethnic group,556
E06000065,North Yorkshire,-8,Does not apply,0
E06000065,North Yorkshire,1,"Asian, Asian British or Asian Welsh: Bangladeshi",331
E06000065,North Yorkshire,2,"Asian, Asian British or Asian Welsh: Chinese",1574
E06000065,North Yorkshire,3,"Asian, Asian British or Asian Welsh: Indian",2031
E06000065,North Yorkshire,4,"Asian, Asian British or Asian Welsh: Pakistani",1037
E06000065,North Yorkshire,5,"Asian, Asian British or Asian Welsh: Other Asian",3344
E06000065,North Yorkshire,6,"Black, Black British, Black Welsh, Caribbean or African: African",1491
E06000065,North Yorkshire,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",536
E06000065,North Yorkshire,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",429
E06000065,North Yorkshire,9,Mixed or Multiple ethnic groups: White and Asian,2495
E06000065,North Yorkshire,10,Mixed or Multiple ethnic groups: White and Black African,983
E06000065,North Yorkshire,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1435
E06000065,North Yorkshire,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1807
E06000065,North Yorkshire,13,"White: English, Welsh, Scottish, Northern Irish or British",574065
E06000065,North Yorkshire,14,White: Irish,2681
E06000065,North Yorkshire,15,White: Gypsy or Irish Traveller,550
E06000065,North Yorkshire,16,White: Roma,347
E06000065,North Yorkshire,17,White: Other White,17511
E06000065,North Yorkshire,18,Other ethnic group: Arab,562
E06000065,North Yorkshire,19,Other ethnic group: Any other ethnic group,2281
E06000066,Somerset,-8,Does not apply,0
E06000066,Somerset,1,"Asian, Asian British or Asian Welsh: Bangladeshi",683
E06000066,Somerset,2,"Asian, Asian British or Asian Welsh: Chinese",1663
E06000066,Somerset,3,"Asian, Asian British or Asian Welsh: Indian",2947
E06000066,Somerset,4,"Asian, Asian British or Asian Welsh: Pakistani",331
E06000066,Somerset,5,"Asian, Asian British or Asian Welsh: Other Asian",3034
E06000066,Somerset,6,"Black, Black British, Black Welsh, Caribbean or African: African",1658
E06000066,Somerset,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",457
E06000066,Somerset,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",321
E06000066,Somerset,9,Mixed or Multiple ethnic groups: White and Asian,2448
E06000066,Somerset,10,Mixed or Multiple ethnic groups: White and Black African,1215
E06000066,Somerset,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1561
E06000066,Somerset,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1913
E06000066,Somerset,13,"White: English, Welsh, Scottish, Northern Irish or British",521829
E06000066,Somerset,14,White: Irish,2631
E06000066,Somerset,15,White: Gypsy or Irish Traveller,809
E06000066,Somerset,16,White: Roma,507
E06000066,Somerset,17,White: Other White,25071
E06000066,Somerset,18,Other ethnic group: Arab,377
E06000066,Somerset,19,Other ethnic group: Any other ethnic group,2092
E08000001,Bolton,-8,Does not apply,0
E08000001,Bolton,1,"Asian, Asian British or Asian Welsh: Bangladeshi",985
E08000001,Bolton,2,"Asian, Asian British or Asian Welsh: Chinese",1123
E08000001,Bolton,3,"Asian, Asian British or Asian Welsh: Indian",26238
E08000001,Bolton,4,"Asian, Asian British or Asian Welsh: Pakistani",27897
E08000001,Bolton,5,"Asian, Asian British or Asian Welsh: Other Asian",3353
E08000001,Bolton,6,"Black, Black British, Black Welsh, Caribbean or African: African",9299
E08000001,Bolton,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",603
E08000001,Bolton,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1336
E08000001,Bolton,9,Mixed or Multiple ethnic groups: White and Asian,2338
E08000001,Bolton,10,Mixed or Multiple ethnic groups: White and Black African,1242
E08000001,Bolton,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1737
E08000001,Bolton,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1326
E08000001,Bolton,13,"White: English, Welsh, Scottish, Northern Irish or British",203486
E08000001,Bolton,14,White: Irish,1430
E08000001,Bolton,15,White: Gypsy or Irish Traveller,519
E08000001,Bolton,16,White: Roma,373
E08000001,Bolton,17,White: Other White,7133
E08000001,Bolton,18,Other ethnic group: Arab,1812
E08000001,Bolton,19,Other ethnic group: Any other ethnic group,3730
E08000002,Bury,-8,Does not apply,0
E08000002,Bury,1,"Asian, Asian British or Asian Welsh: Bangladeshi",480
E08000002,Bury,2,"Asian, Asian British or Asian Welsh: Chinese",1055
E08000002,Bury,3,"Asian, Asian British or Asian Welsh: Indian",1866
E08000002,Bury,4,"Asian, Asian British or Asian Welsh: Pakistani",15148
E08000002,Bury,5,"Asian, Asian British or Asian Welsh: Other Asian",2044
E08000002,Bury,6,"Black, Black British, Black Welsh, Caribbean or African: African",2520
E08000002,Bury,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",701
E08000002,Bury,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",469
E08000002,Bury,9,Mixed or Multiple ethnic groups: White and Asian,1670
E08000002,Bury,10,Mixed or Multiple ethnic groups: White and Black African,746
E08000002,Bury,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1622
E08000002,Bury,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1085
E08000002,Bury,13,"White: English, Welsh, Scottish, Northern Irish or British",151528
E08000002,Bury,14,White: Irish,2192
E08000002,Bury,15,White: Gypsy or Irish Traveller,132
E08000002,Bury,16,White: Roma,134
E08000002,Bury,17,White: Other White,6730
E08000002,Bury,18,Other ethnic group: Arab,715
E08000002,Bury,19,Other ethnic group: Any other ethnic group,3014
E08000003,Manchester,-8,Does not apply,0
E08000003,Manchester,1,"Asian, Asian British or Asian Welsh: Bangladeshi",9673
E08000003,Manchester,2,"Asian, Asian British or Asian Welsh: Chinese",12644
E08000003,Manchester,3,"Asian, Asian British or Asian Welsh: Indian",14857
E08000003,Manchester,4,"Asian, Asian British or Asian Welsh: Pakistani",65875
E08000003,Manchester,5,"Asian, Asian British or Asian Welsh: Other Asian",12060
E08000003,Manchester,6,"Black, Black British, Black Welsh, Caribbean or African: African",47858
E08000003,Manchester,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",10472
E08000003,Manchester,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7563
E08000003,Manchester,9,Mixed or Multiple ethnic groups: White and Asian,6149
E08000003,Manchester,10,Mixed or Multiple ethnic groups: White and Black African,5992
E08000003,Manchester,11,Mixed or Multiple ethnic groups: White and Black Caribbean,9987
E08000003,Manchester,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6898
