time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Anypoint_episodes,Anypoint_episodes_rate,Anypoint_child,Anypoint_child_rate,Started_episodes,Started_episodes_rate,Started_child,Started_child_rate,Ended_episodes,Ended_episodes_rate,Ended_child,Ended_child_rate,At31_episodes,At31_episodes_rate,Awaiting_assessment,Awaiting_assessment_rate
2023,Reporting year,National,E92000001,England,,,,,,Children in Need,766050,651.3,712650,605.9,403630,343.2,376550,320.1,362960,308.6,341610,290.4,403090,342.7,15830,13.5
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children in Need,45410,865.2,42160,803.2,22720,432.9,21130,402.5,20880,397.8,19710,375.4,24530,467.4,380,7.3
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children in Need,110910,710.1,103890,665.1,55350,354.4,52020,333.1,50500,323.3,48060,307.7,60410,386.8,1910,12.2
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children in Need,81050,706.9,75190,655.8,42930,374.5,40230,350.9,40960,357.2,38720,337.7,40100,349.7,950,8.2
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children in Need,55020,555.6,51310,518.1,29580,298.7,27700,279.7,26130,263.8,24820,250.6,28900,291.8,1600,16.2
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children in Need,82760,640.7,78420,607.1,40920,316.8,38940,301.5,35090,271.7,33630,260.4,47670,369,1620,12.6
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children in Need,55880,420,53180,399.7,27690,208.1,26500,199.2,23280,175,22430,168.6,32610,245.1,1230,9.3
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Children in Need,130170,687.8,122940,649.6,67860,358.6,64560,341.2,60180,318,57830,305.5,69980,369.8,2810,14.9
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Children in Need,138760,716.7,124270,641.8,81070,418.7,72260,373.2,73770,381,66060,341.2,64990,335.6,3960,20.5
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Children in Need,66090,607.9,61290,563.7,35520,326.7,33210,305.5,32180,296,30370,279.4,33900,311.9,1360,12.5
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children in Need,49810,763.9,47110,722.6,25000,383.4,23830,365.5,21460,329,20680,317.2,28350,434.8,1380,21.1
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children in Need,80360,647.8,75830,611.3,42860,345.5,40730,328.4,38730,312.2,37140,299.4,41630,335.6,1440,11.6
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Children in Need,7188,726.4,6711,678.2,3619,365.7,3435,347.1,3361,339.6,3191,322.5,3827,386.7,42,4.2
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Children in Need,1943,873.1,1844,828.7,996,447.6,949,426.5,743,333.9,725,325.8,1200,539.3,8,3.6
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Children in Need,3154,819.3,2906,754.8,1432,372,1292,335.6,1443,374.8,1381,358.7,1711,444.4,35,9.1
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Children in Need,3163,1592,2773,1395.7,1853,932.7,1591,800.8,1732,871.8,1552,781.2,1431,720.3,22,11.1
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Children in Need,5052,1510.7,4574,1367.8,2849,851.9,2593,775.4,2856,854,2646,791.2,2196,656.7,11,3.3
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Children in Need,4274,742.7,4102,712.9,1925,334.5,1863,323.8,1439,250.1,1416,246.1,2835,492.7,34,5.9
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Children in Need,3102,741.4,2892,691.2,1587,379.3,1442,344.6,1442,344.6,1342,320.7,1660,396.7,52,12.4
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Children in Need,4097,701.2,3866,661.7,1947,333.2,1853,317.1,1704,291.6,1630,279,2393,409.6,13,2.2
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Children in Need,2754,1012.9,2607,958.8,1272,467.8,1216,447.2,1181,434.4,1137,418.2,1573,578.5,19,7
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Children in Need,2490,838.4,2372,798.7,1040,350.2,1021,343.8,1055,355.2,1033,347.8,1435,483.2,40,13.5
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Children in Need,4262,987.1,3884,899.5,2199,509.3,2007,464.8,1983,459.3,1807,418.5,2279,527.8,48,11.1
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Children in Need,3935,728.4,3632,672.3,2003,370.8,1864,345,1941,359.3,1846,341.7,1994,369.1,57,10.6
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Children in Need,2507,630.7,2396,602.8,1203,302.7,1152,289.8,1171,294.6,1141,287.1,1336,336.1,6,1.5
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Children in Need,3572,1284.4,3313,1191.3,1666,599.1,1534,551.6,1497,538.3,1402,504.1,2075,746.1,22,7.9
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Children in Need,6144,860.6,5523,773.6,4164,583.3,3776,528.9,3787,530.5,3494,489.4,2357,330.2,59,8.3
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Children in Need,3644,832.8,3262,745.5,2159,493.4,1956,447,2233,510.4,2042,466.7,1411,322.5,35,8
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Children in Need,3657,466.4,3486,444.5,1660,211.7,1590,202.8,1427,182,1387,176.9,2230,284.4,57,7.3
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Children in Need,3934,566.6,3718,535.5,1928,277.7,1858,267.6,1574,226.7,1518,218.6,2360,339.9,34,4.9
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Children in Need,4405,487.4,4264,471.8,1850,204.7,1807,199.9,1678,185.7,1654,183,2727,301.7,76,8.4
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Children in Need,2220,806.2,2065,749.9,1158,420.5,1086,394.4,1031,374.4,981,356.3,1189,431.8,20,7.3
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Children in Need,1982,585.7,1898,560.9,888,262.4,849,250.9,746,220.4,719,212.5,1236,365.2,14,4.1
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Children in Need,11882,474,11546,460.6,4562,182,4389,175.1,3831,152.8,3700,147.6,8051,321.2,176,7
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Children in Need,6574,709.1,6243,673.4,2351,253.6,2240,241.6,2740,295.6,2630,283.7,3834,413.6,114,12.3
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Children in Need,11001,868.9,10233,808.3,5930,468.4,5490,433.6,5539,437.5,5203,411,5462,431.4,95,7.5
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Children in Need,6428,1041,5975,967.6,4164,674.4,3871,626.9,3681,596.1,3492,565.5,2747,444.9,390,63.2
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Children in Need,5725,1047.2,5275,964.9,3139,574.2,2939,537.6,2322,424.7,2205,403.3,3403,622.5,387,70.8
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Children in Need,4601,784.4,4311,735,2449,417.5,2314,394.5,1963,334.7,1879,320.4,2638,449.8,60,10.2
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Children in Need,4967,937.1,4588,865.6,2623,494.9,2458,463.7,2228,420.3,2128,401.5,2739,516.8,126,23.8
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Children in Need,2881,785.4,2720,741.5,1312,357.7,1267,345.4,1238,337.5,c,c,1643,447.9,c,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Children in Need,4518,722.7,4178,668.3,2293,366.8,2137,341.8,2337,373.8,2215,354.3,2181,348.9,87,13.9
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Children in Need,3880,758.8,3647,713.2,1557,304.5,1454,284.4,1758,343.8,1697,331.9,2122,415,25,4.9
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Children in Need,2946,538.1,2696,492.4,1459,266.5,1351,246.8,1410,257.5,1328,242.6,1536,280.5,45,8.2
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Children in Need,2792,648.6,2598,603.6,1404,326.2,1353,314.3,1241,288.3,1206,280.2,1551,360.3,13,3
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Children in Need,6183,908.9,5713,839.8,3347,492,3165,465.3,3219,473.2,3053,448.8,2964,435.7,26,3.8
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Children in Need,4465,681.9,4238,647.3,2085,318.4,1986,303.3,1847,282.1,1782,272.2,2618,399.8,41,6.3
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Children in Need,3569,712.6,3331,665.1,2090,417.3,1967,392.7,1873,374,1793,358,1696,338.6,17,3.4
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Children in Need,11138,792.7,10446,743.4,5868,417.6,5580,397.1,4973,353.9,4768,339.3,6165,438.8,20,1.4
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Children in Need,3265,725.1,2974,660.4,1906,423.3,1738,386,1813,402.6,1680,373.1,1452,322.4,36,8
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Children in Need,4695,732.4,4290,669.3,2567,400.5,2368,369.4,2414,376.6,2274,354.8,2281,355.8,22,3.4
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Children in Need,3979,647.1,3629,590.2,2190,356.2,2019,328.3,2171,353.1,2037,331.3,1808,294,96,15.6
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Children in Need,6768,1146.2,6243,1057.3,3373,571.2,3122,528.7,3396,575.1,3215,544.5,3372,571.1,73,12.4
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Children in Need,4915,502.8,4564,466.8,2776,284,2599,265.8,2540,259.8,2401,245.6,2375,242.9,92,9.4
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Children in Need,9343,547.7,8848,518.7,4487,263.1,4337,254.3,3754,220.1,3636,213.2,5589,327.7,372,21.8
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Children in Need,4603,1394.1,4109,1244.5,2399,726.6,2104,637.2,2774,840.2,2486,752.9,1829,554,17,5.1
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Children in Need,1900,557.7,1837,539.2,959,281.5,942,276.5,836,245.4,824,241.9,1064,312.3,58,17
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Children in Need,6814,598.7,6286,552.3,3931,345.4,3651,320.8,3793,333.3,3528,310,3021,265.4,42,3.7
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Children in Need,4052,719.1,3831,679.9,2024,359.2,1953,346.6,1926,341.8,1852,328.7,2126,377.3,7,1.2
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Children in Need,8452,752.5,7773,692.1,4299,382.8,4056,361.1,4584,408.1,4313,384,3868,344.4,29,2.6
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Children in Need,5114,694.1,4790,650.1,2759,374.4,2605,353.5,2730,370.5,2614,354.8,2384,323.6,11,1.5
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Children in Need,2445,705.2,2241,646.3,1304,376.1,1190,343.2,1380,398,1297,374.1,1065,307.2,53,15.3
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Children in Need,4862,829.8,4548,776.2,2481,423.4,2320,396,2633,449.4,2522,430.4,2229,380.4,213,36.4
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Children in Need,11440,754.7,10127,668.1,6826,450.3,6120,403.7,5896,389,5370,354.3,5544,365.7,205,13.5
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Children in Need,3426,395.3,3285,379,1717,198.1,1665,192.1,1316,151.8,c,c,2110,243.5,c,c
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Children in Need,6528,463.9,5936,421.8,3884,276,3520,250.1,3641,258.7,3399,241.5,2887,205.2,258,18.3
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Children in Need,6937,481,6580,456.2,3724,258.2,3601,249.7,3457,239.7,3360,233,3480,241.3,149,10.3
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Children in Need,4051,511.6,3863,487.9,2077,262.3,1964,248,1730,218.5,1678,211.9,2321,293.1,240,30.3
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Children in Need,5044,765.3,4805,729,2512,381.1,2421,367.3,2107,319.7,2032,308.3,2937,445.6,60,9.1
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Children in Need,7779,476.2,7385,452.1,3953,242,3796,232.4,3362,205.8,3271,200.2,4417,270.4,215,13.2
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Children in Need,268,334.6,243,303.4,146,182.3,131,163.6,111,138.6,c,c,157,196,c,c
2023,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Children in Need,4689,509.6,4538,493.2,2255,245.1,2157,234.4,1874,203.7,1824,198.2,2815,306,245,26.6
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Children in Need,15669,547.1,15001,523.8,8201,286.4,7912,276.3,6351,221.8,6211,216.9,9318,325.4,266,9.3
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Children in Need,6382,835.7,5977,782.7,3309,433.3,3141,411.3,2602,340.7,2471,323.6,3780,495,55,7.2
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Children in Need,5255,767.8,4865,710.8,2798,408.8,2590,378.4,2975,434.6,2783,406.6,2280,333.1,62,9.1
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Children in Need,3601,1065.5,3601,1065.5,1504,445,1504,445,1706,504.8,1706,504.8,1895,560.7,60,17.8
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Children in Need,5876,692.4,5350,630.4,3312,390.3,2983,351.5,3031,357.1,2795,329.3,2845,335.2,107,12.6
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Children in Need,3221,551.3,3046,521.4,1424,243.7,1315,225.1,1287,220.3,1221,209,1934,331,27,4.6
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Children in Need,3560,758.6,3354,714.7,1983,422.6,1895,403.8,1441,307.1,1388,295.8,2119,451.5,22,4.7
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Children in Need,8581,507.8,8225,486.7,3728,220.6,3616,214,3127,185,3052,180.6,5454,322.7,432,25.6
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Children in Need,6337,1085.5,5993,1026.6,3309,566.8,3167,542.5,2462,421.7,2371,406.1,3875,663.8,59,10.1
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Children in Need,2984,720.5,2849,687.9,1478,356.8,1381,333.4,1319,318.5,1265,305.4,1665,402,35,8.5
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Children in Need,3466,507.7,3329,487.6,1462,214.1,1410,206.5,1282,187.8,1245,182.4,2184,319.9,0,0
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Children in Need,6298,526.5,6027,503.8,2651,221.6,2589,216.4,2520,210.7,2427,202.9,3778,315.8,106,8.9
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Children in Need,4800,774.7,4460,719.8,2358,380.6,2207,356.2,2181,352,2006,323.7,2619,422.7,228,36.8
2023,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Children in Need,6727,570.8,6341,538.1,3401,288.6,3231,274.2,2805,238,2690,228.3,3922,332.8,163,13.8
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Children in Need,2108,507.9,2037,490.8,939,226.2,910,219.2,736,177.3,714,172,1372,330.6,23,5.5
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Children in Need,5273,394.2,4950,370.1,2838,212.2,2701,201.9,2414,180.5,2322,173.6,2859,213.8,123,9.2
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Children in Need,2481,386.9,2373,370.1,1251,195.1,1198,186.8,1000,156,963,150.2,1481,231,45,7
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Children in Need,8562,273,8345,266.1,3789,120.8,3715,118.5,2425,77.3,2385,76.1,6137,195.7,393,12.5
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Children in Need,9224,343.7,8875,330.7,4102,152.8,3950,147.2,3462,129,3365,125.4,5762,214.7,272,10.1
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Children in Need,3366,573.2,3150,536.4,1856,316.1,1737,295.8,1719,292.7,1631,277.7,1647,280.5,30,5.1
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Children in Need,9439,563.8,8862,529.3,4981,297.5,4704,281,4587,274,4359,260.4,4852,289.8,99,5.9
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Children in Need,3020,562.1,2844,529.4,1578,293.7,1514,281.8,1274,237.1,1233,229.5,1746,325,70,13
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Children in Need,2626,690.8,2445,643.2,1468,386.2,1399,368,1378,362.5,1326,348.8,1248,328.3,22,5.8
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Children in Need,7378,501.6,7001,475.9,3825,260,3637,247.2,3260,221.6,3142,213.6,4118,279.9,139,9.4
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Children in Need,2406,545.7,2297,521,1059,240.2,1031,233.9,1022,231.8,987,223.9,1384,313.9,17,3.9
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Children in Need,1971,708.3,1834,659,1144,411.1,1093,392.8,880,316.2,838,301.1,1091,392.1,190,68.3
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Children in Need,4019,853,3702,785.7,2049,434.9,1890,401.1,1839,390.3,1709,362.7,2180,462.7,162,34.4
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Children in Need,7900,639.2,7196,582.2,4315,349.1,3944,319.1,4054,328,3746,303.1,3846,311.2,160,12.9
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Children in Need,6190,606.9,5854,573.9,2805,275,2664,261.2,2610,255.9,2501,245.2,3580,351,134,13.1
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Children in Need,30569,1087.4,24256,862.8,21958,781.1,17343,616.9,21201,754.2,16933,602.4,9368,333.2,759,27
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Children in Need,3323,1405.5,2612,1104.8,2112,893.3,1613,682.3,1959,828.6,1492,631.1,1364,576.9,89,37.6
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Children in Need,26139,777.5,24070,715.9,15502,461.1,14380,427.7,14355,427,13371,397.7,11784,350.5,337,10
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Children in Need,4125,646.4,3947,618.5,2409,377.5,2344,367.3,1393,218.3,1358,212.8,2732,428.1,28,4.4
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Children in Need,4725,678.6,4483,643.8,2310,331.7,2239,321.5,2101,301.7,2064,296.4,2624,376.8,98,14.1
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Children in Need,7471,510.4,7106,485.4,3219,219.9,3093,211.3,3184,217.5,3055,208.7,4287,292.9,113,7.7
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Children in Need,4512,1089.7,4004,967,2820,681.1,2455,592.9,2871,693.4,2575,621.9,1641,396.3,27,6.5
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Children in Need,2769,762.8,2584,711.9,1536,423.2,1453,400.3,1168,321.8,1113,306.6,1601,441.1,54,14.9
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Children in Need,3320,759.5,3086,705.9,1805,412.9,1703,389.6,1664,380.6,1583,362.1,1656,378.8,31,7.1
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Children in Need,4756,964.4,4389,889.9,2463,499.4,2274,461.1,2168,439.6,2047,415.1,2588,524.8,146,29.6
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Children in Need,10448,402.5,9904,381.5,4879,187.9,4657,179.4,4593,176.9,4413,170,5855,225.5,97,3.7
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Children in Need,3137,906.5,2837,819.8,1955,564.9,1785,515.8,1643,474.8,1521,439.5,1494,431.7,79,22.8
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Children in Need,9122,521.6,8504,486.3,5085,290.8,4841,276.8,3567,204,3424,195.8,5555,317.6,1390,79.5
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Children in Need,2695,794.5,2395,706,1866,550.1,1684,496.4,1929,568.7,1747,515,766,225.8,57,16.8
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Children in Need,1569,381.3,1506,366,842,204.6,807,196.1,592,143.9,565,137.3,977,237.4,12,2.9
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Children in Need,1687,471.9,1627,455.1,759,212.3,727,203.4,624,174.5,609,170.3,1063,297.3,17,4.8
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Children in Need,6514,888.5,5872,801,3588,489.4,3291,448.9,3799,518.2,3508,478.5,2715,370.3,67,9.1
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Children in Need,4644,506.9,4331,472.8,2392,261.1,2259,246.6,2001,218.4,1926,210.2,2643,288.5,58,6.3
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Children in Need,7547,719.5,6815,649.7,5260,501.5,4783,456,4419,421.3,4059,387,3128,298.2,125,11.9
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Children in Need,8110,559.2,7522,518.7,4136,285.2,3887,268,3744,258.2,3567,246,4366,301,387,26.7
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Children in Need,4121,624.2,3887,588.7,1874,283.8,1800,272.6,1750,265.1,1693,256.4,2371,359.1,22,3.3
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Children in Need,8972,705.2,8291,651.7,5081,399.4,4716,370.7,4749,373.3,4438,348.8,4223,331.9,213,16.7
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Children in Need,26,758,23,670.6,9,262.4,8,233.2,22,641.4,21,612.2,c,c,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Children in Need,1675,390.9,1564,365,836,195.1,774,180.6,641,149.6,604,141,1034,241.3,21,4.9
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Children in Need,3415,661.4,3256,630.6,1544,299,1473,285.3,1485,287.6,1440,278.9,1930,373.8,78,15.1
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Children in Need,6039,551.8,5554,507.5,3630,331.7,3363,307.3,3278,299.5,3056,279.2,2761,252.3,122,11.1
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Children in Need,2827,477.3,2691,454.3,1307,220.7,1256,212.1,974,164.4,939,158.5,1853,312.8,44,7.4
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Children in Need,3308,643.4,3076,598.3,1579,307.1,1496,291,1596,310.4,1522,296,1712,333,103,20
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Children in Need,2874,1141.2,2638,1047.5,1513,600.8,1415,561.9,1244,494,1160,460.6,1630,647.2,47,18.7
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Children in Need,4327,419.2,4139,401,2009,194.7,1960,189.9,1857,179.9,1829,177.2,2470,239.3,53,5.1
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Children in Need,2997,821.8,2845,780.2,1444,396,1403,384.7,1141,312.9,1116,306,1856,509,33,9
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Children in Need,134,2123.6,134,2123.6,42,665.6,42,665.6,26,412,26,412,108,1711.6,10,158.5
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Children in Need,4212,755.9,4036,724.3,2129,382.1,2057,369.2,1662,298.3,1624,291.4,2550,457.6,111,19.9
