time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,inpost_fte,inpost_headcount,starters_fte,starters_headcount,leavers_fte,leavers_headcount,turnover_rate_fte,turnover_rate_headcount,agency_fte,agency_headcount,agency_rate_fte,agency_rate_headcount,agency_cover_fte,agency_cover_rate_fte,vacancy_fte,vacancy_rate_fte,vacancy_agency_cover_rate_fte,case_holders_fte,cases,caseload_fte,working_days_lost_fte,absence_rate_fte
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,156.9,174,15.6,16,21.4,22,13.7,12.6,32,32,16.9,15.5,32,100,32,16.9,100,106.3,1785,16.8,680,1.7
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,269.7,298,39.3,41,23,26,8.5,8.7,54,54,16.7,15.3,53.6,99.3,34,11.2,157.6,167,2806,16.8,1706,2.5
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,322.3,332,18.4,19,33.5,34,10.4,10.2,17.8,20,5.2,5.7,17.8,100,20,5.8,89.2,169.3,2519,14.9,1216.9,1.5
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,325.6,344,65.1,67,44.4,47,13.6,13.7,125.3,127,27.8,27,125.3,100,164.9,33.6,76,246.6,4373,17.7,1029,1.2
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,261.9,277,49.8,51,37.8,43,14.4,15.5,49,51,15.8,15.5,18.5,37.8,18.5,6.6,100,170.2,2532,14.9,2263.8,3.4
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,466.5,526,60.2,67,44.3,58,9.5,11,66.7,67,12.5,11.3,15.5,23.2,15.5,3.2,100,287.5,4490,15.6,5005,4.2
2020,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,21.2,23,7,7,7.8,8,36.8,34.8,3,3,12.4,11.5,1,33.3,1,4.5,100,11.1,137,12.3,7,0.1
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,664.2,688,50,51,117.8,124,17.7,18,112.5,117,14.5,14.5,112.5,100,240,26.5,46.9,474.1,7883,16.6,5798.4,3.4
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,292.1,306,47,48,63.7,68,21.8,22.2,59,59,16.8,16.2,6,10.2,48.6,14.3,12.4,171.8,2917,17,3232.5,4.4
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,170,181,32.8,33,26.9,28,15.8,15.5,48.9,51,22.4,22,48.9,100,57.8,25.4,84.6,94.1,1870,19.9,1508,3.5
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",99.9,109,25.2,27,17.8,20,17.8,18.3,23.7,28,19.2,20.4,23.7,100,33,24.8,71.7,74.5,1039,14,641.9,2.5
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,214.1,230,42,43,32,33,14.9,14.3,89,89,29.4,27.9,58.8,66.1,75.3,26,78.1,161.6,3253,20.1,2663,4.9
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,121.6,130,17.5,18,10.3,11,8.5,8.5,23.8,24,16.4,15.6,2,8.4,2,1.6,100,97,2056,21.2,1297.6,4.2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,114.5,120,17.2,18,16.8,18,14.7,15,22.1,24,16.2,16.7,8,36.2,14,10.9,57.1,78.6,1078,13.7,975,3.4
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,366.2,397,38.7,42,42.1,48,11.5,12.1,50.6,54,12.1,12,41.2,81.3,46,11.2,89.5,304.8,5509,18.1,3889,4.2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,216.9,233,36,36,18.5,21,8.5,9,97,97,30.9,29.4,97,100,84.8,28.1,114.4,191.2,3388,17.7,1593.7,2.9
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,150,160,22,22,14,14,9.3,8.8,7,7,4.5,4.2,1,14.3,2.5,1.6,40,67.4,1037,15.4,1165,3.1
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,195.5,204,40.7,41,31,31,15.9,15.2,34,34,14.8,14.3,28,82.4,30,13.3,93.3,145.8,1950,13.4,1078,2.2
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,368.2,321,154.3,166,27.7,29,7.5,9,13,13,3.4,3.9,10,76.9,23.8,6.1,42.1,131.3,2230,17,3262.1,3.5
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,191.2,206,31.1,33,29,30,15.2,14.6,25.5,27,11.8,11.6,25.5,99.8,35.4,15.6,72,92.5,1394,15.1,1383,2.8
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,251.8,267,43.3,44,45.3,53,18,19.9,43.2,45,14.6,14.4,38,88,51,16.8,74.5,197.4,3636,18.4,2205,3.4
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,104.5,111,16.5,17,22.5,23,21.5,20.7,20,20,16.1,15.3,13,65,13,11.1,100,78.7,1207,15.3,745,2.8
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,256,277,28.4,32,46.9,54,18.3,19.5,26.1,37,9.2,11.8,26.1,100,41,13.8,63.6,115.2,1114,9.7,1000,1.5
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,161.9,169,28.7,29,22.7,24,14,14.2,12.9,15,7.4,8.2,12.9,100,22.1,12,58.3,102.7,1375,13.4,807.5,2
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,805.6,850,106.6,110,114.6,122,14.2,14.4,42.9,45,5.1,5,42.9,100,122,13.2,35.2,405.6,5312,13.1,4011.9,2
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,441.8,468,43.4,46,43.5,45,9.9,9.6,13.9,14,3,2.9,13.9,100,22,4.7,63,211.8,2855,13.5,2323.9,2.1
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,133.6,143,33.1,34,17.1,18,12.8,12.6,59,59,30.6,29.2,57,96.6,79,37.2,72.2,97.2,2201,22.6,162,0.5
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,441.2,489,65,69,31.9,38,7.2,7.8,71,71,13.9,12.7,61.3,86.3,62,12.3,98.8,218.2,3685,16.9,3342.4,3
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,125,126,17,17,17.5,18,14,14.3,10.5,11,7.7,8,10.5,100,14.1,10.1,74.5,83.5,1188,14.2,1045,3.3
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,127.7,132,34.4,35,25,26,19.6,19.7,13,13,9.2,9,13,100,13,9.2,100,96.8,1514,15.6,1156,3.6
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,325.9,349,68.4,76,31,34,9.5,9.7,17,17,5,4.6,19,111.8,19,5.5,100,231.7,3466,15,1631.2,2
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,162.3,165,36.8,37,21.5,22,13.2,13.3,30,30,15.6,15.4,30,100,35,17.7,85.7,96.1,1421,14.8,1242,3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,63.2,66,12,12,8.9,10,14,15.2,0,0,0,0,0,z,10,13.7,0,39.8,672,16.9,205.5,1.3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,224.9,247,55.4,59,20.5,22,9.1,8.9,1,1,0.4,0.4,1,100,2.3,1,43.5,124.4,1839,14.8,765,1.3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,206.2,218,45.5,46,31.7,33,15.4,15.1,97.4,98,32.1,31,97.4,100,103,33.3,94.6,187.1,3209,17.2,891.3,1.7
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,323.7,358,29.7,32,20.3,22,6.3,6.1,1,1,0.3,0.3,1,100,6,1.8,16.7,230.6,4079,17.7,2145,2.6
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,505.3,545,68.2,71,70.8,75,14,13.8,100.4,101,16.6,15.6,57,56.8,57,10.1,100,395.3,6897,17.4,2693.3,2.1
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,79,83,11,11,6.2,7,7.9,8.4,11,11,12.2,11.7,4,36.4,6,7.1,66.7,63,1192,18.9,596,3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,771,825,102.3,108,69.6,78,9,9.5,89,89,10.3,9.7,55,61.8,69.8,8.3,78.8,565.2,9025,16,4514,2.3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,171.7,179,36.3,37,31.5,32,18.3,17.9,95,95,35.6,34.7,95,100,70,29,135.7,161.6,2154,13.3,631,1.4
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,150.7,161,18.4,19,24.8,26,16.5,16.1,10,10,6.2,5.8,10,100,16,9.6,62.5,158.9,2724,17.1,574.7,1.5
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,382.6,441,63,70,55.6,66,14.5,15,49,49,11.4,10,49,100,50,11.6,98,255.3,4298,16.8,2482,2.6
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,195.1,210,28.1,29,26.1,27,13.4,12.9,2,2,1,0.9,2,100,2,1,100,90,1272,14.1,475,1
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,107.8,111,23.8,24,24.6,26,22.8,23.4,42,42,28,27.5,42,100,45.7,29.8,91.9,73.4,1247,17,547,2
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,80.4,83,29.6,30,32,32,39.8,38.6,69.4,70,46.3,45.8,47.8,68.9,64.2,44.4,74.5,87,1752,20.1,666,3.3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,162.3,178,29,30,18.7,20,11.5,11.2,43.2,45,21,20.2,43.2,100,44,21.3,98.1,127.9,2157,16.9,1224,3
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,460.9,510,66.4,68,62.2,74,13.5,14.5,200,200,30.3,28.2,137.3,68.7,179.6,28,76.4,349,5207,14.9,3428.8,2.9
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,85,88,19,19,10.9,12,12.8,13.6,10,11,10.5,11.1,10,100,10.6,11.1,94.3,56.8,758,13.3,589,2.7
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,503.1,549,54.5,57,48.6,52,9.7,9.5,95.2,96,15.9,14.9,91.2,95.8,56.2,10,162.4,305.4,4582,15,1741,1.4
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,52.4,53,20,20,11,11,21,20.8,21,21,28.6,28.4,19,90.5,25,32.3,76,39,701,18,200.5,1.5
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,77.4,82,17.5,18,6.8,7,8.8,8.5,24.1,25,23.7,23.4,22.6,93.8,23.6,23.4,95.8,57.3,866,15.1,627.2,3.2
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,91.4,107,28.2,34,13.9,17,15.2,15.9,6.7,8,6.8,7,6.3,94,6.7,6.8,94,64.9,791,12.2,664.5,2.9
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",244.6,284,21.5,24,26.1,30,10.7,10.6,50.8,51,17.2,15.2,38,74.8,38,13.4,100,172.3,2458,14.3,2288,3.7
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",279.5,320,38.4,48,23.1,28,8.3,8.8,11.5,12,4,3.6,10.5,91.3,15,5.1,70,171.1,2598,15.2,2276,3.2
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,246,267,24.4,25,25.2,29,10.2,10.9,4,4,1.6,1.5,4,100,50.1,16.9,8,166.9,2782,16.7,2021.4,3.2
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,334.3,361,43.8,45,42.6,47,12.7,13,118.2,120,26.1,24.9,76.2,64.4,100.8,23.2,75.6,180.7,2448,13.5,2804,3.3
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,189.5,204,20.3,22,8.6,9,4.6,4.4,34,34,15.2,14.3,34,100,37,16.3,91.9,126.2,1841,14.6,1984.8,4.1
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,371.8,403,83.4,87,41.4,45,11.1,11.2,102,102,21.5,20.2,102,100,69.3,15.7,147.1,281.8,4051,14.4,1922,2
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,1,1,0,0,0,0,0,0,1,1,50,50,1,100,1,50,100,2,26,13,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,81.4,89,12.8,14,17.9,22,22,24.7,7.9,9,8.9,9.2,7.9,100,13,13.8,60.9,54.2,804,14.8,658,3.2
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,163.3,167,27.2,28,21.3,22,13,13.2,3,3,1.8,1.8,1,33.3,8,4.7,12.5,80.2,1704,21.3,495.6,1.2
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,251.1,275,28.7,30,18.5,21,7.4,7.6,30,31,10.7,10.1,30,100,46.6,15.7,64.3,139,1933,13.9,1607.7,2.5
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,108.4,122,23.3,26,23.8,27,22,22.1,36.3,39,25.1,24.2,36.3,100,40,26.9,90.6,76,1289,17,797,2.9
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,118.4,125,32.3,33,12.8,14,10.8,11.2,64,64,35.1,33.9,64,100,64,35.1,100,87.6,1118,12.8,871,2.9
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,66.6,70,4,4,10.4,11,15.6,15.7,52,52,43.8,42.6,27.2,52.3,42,38.7,64.8,62.9,1306,20.8,795,4.7
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,220.2,241,37.3,47,28.2,34,12.8,14.1,22,22,9.1,8.4,17,77.3,34.2,13.4,49.8,120.3,1990,16.5,549,1
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,189,203,23.1,24,30.8,33,16.3,16.3,27.6,36,12.7,15.1,9.4,34.1,13,6.4,72.3,106.9,1564,14.6,849,1.8
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,9,9,1,1,1,1,11.1,11.1,5,5,35.7,35.7,1,20,1,10,100,6,74,12.3,30,1.3
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,178.2,183,24,24,28.4,29,15.9,15.8,85,86,32.3,32,52,61.2,52,22.6,100,186.9,3057,16.4,401,0.9
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,154.1,157,31,31,24.8,26,16.1,16.6,17,17,9.9,9.8,0,0,15,8.9,0,94.6,1255,13.3,753,1.9
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,169.1,173,59.1,60,31.2,32,18.5,18.5,79,79,31.8,31.3,79,100,79,31.8,100,113,1739,15.4,1104.4,2.6
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,253.2,266,35.9,39,10.5,11,4.1,4.1,23,23,8.3,8,10,43.5,49,16.2,20.4,120,1366,11.4,1281.5,2
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,153.6,160,18,19,16.9,19,11,11.9,4,16,2.5,9.1,1,25,8,5,12.5,56.9,614,10.8,368,0.9
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,165.6,169,30,30,30.4,31,18.4,18.3,91.3,96,35.5,36.2,88,96.4,96,36.7,91.7,144.4,1816,12.6,1244,3
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,160.9,168,23,23,24.8,27,15.4,16.1,68,68,29.7,28.8,68,100,106,39.7,64.2,101.5,1556,15.3,1649,4
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,135,138,20,20,40.7,42,30.2,30.4,155,155,53.4,52.9,155,100,166,55.1,93.4,140.1,2331,16.6,944.5,2.8
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,265.5,280,41.4,42,56.2,60,21.2,21.4,127,127,32.4,31.2,58,45.7,58,17.9,100,201.7,2756,13.7,747,1.1
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,256,264,33.9,35,34.1,35,13.3,13.3,70.3,73,21.5,21.7,57,81.1,67,20.7,85.1,158.5,2311,14.6,1665,2.6
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,167.3,172,36.5,37,40.8,43,24.4,25,76.6,78,31.4,31.2,38.1,49.8,123.4,42.5,30.9,119.1,1690,14.2,1072.4,2.5
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,129.1,132,24,24,10,10,7.7,7.6,4,25,3,15.9,4,100,11,7.9,36.4,66.2,619,9.4,842,2.6
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,187.8,190,45,45,28.5,29,15.2,15.3,36,36,16.1,15.9,36,100,39,17.2,92.3,130.4,1985,15.2,824,1.7
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,139.6,145,18,18,16.3,18,11.7,12.4,91,91,39.5,38.6,81,89,90,39.2,90,102.6,1177,11.5,889.5,2.5
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,186.3,193,44.9,46,43.1,44,23.1,22.8,21,21,10.1,9.8,21,100,30.4,14,69.2,86.2,1413,16.4,720.6,1.5
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,152.2,154,28.5,29,23.7,24,15.6,15.6,53,53,25.8,25.6,53,100,53,25.8,100,116.6,1907,16.4,515,1.3
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,183,183,41,41,34,34,18.6,18.6,39,39,17.6,17.6,32.8,84.2,59,24.4,55.6,117,1786,15.3,851.7,1.8
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,320.5,324,101,101,24.4,25,7.6,7.7,55,55,14.6,14.5,55,100,115,26.4,47.8,226.4,3575,15.8,1746.5,2.1
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,188.8,202,22.4,23,33.9,35,18,17.3,66.1,70,25.9,25.7,55,83.2,82,30.3,67.1,140.6,1968,14,1348.9,2.8
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,186.7,194,51,52,35.7,37,19.1,19.1,38.5,49,17.1,20.2,32.3,83.8,42,18.4,76.9,90,1184,13.2,1033.9,2.2
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,228.3,237,16.5,17,37.6,39,16.5,16.5,15.8,16,6.5,6.3,15.8,100,21.5,8.6,73.5,139,2007,14.4,1362.3,2.3
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,125.4,130,19.8,20,20.1,22,16,16.9,36.6,37,22.6,22.2,29.6,80.9,30,19.3,98.7,92.7,1787,19.3,851.1,2.7
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,116,118,17,17,16.4,17,14.1,14.4,42,58,26.6,33,33,78.6,46,28.4,71.7,64.4,769,11.9,1055.2,3.6
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,137.1,143,41.2,42,17.6,19,12.9,13.3,42,42,23.5,22.7,42,100,68,33.2,61.8,49.4,743,15,805.7,2.3
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,143.7,145,19,19,40,40,27.8,27.6,27,27,15.8,15.7,19,70.4,35,19.6,54.3,95,1361,14.3,478.5,1.3
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314 / 318,E09000021 / E09000027,Kingston upon Thames / Richmond upon Thames,145.5,159,27.6,31,22.9,25,15.7,15.7,19,19,11.6,10.7,19,100,20,12.1,95,75.1,1090,14.5,1136.4,3.1
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,107.6,112,25.4,26,31.8,32,29.6,28.6,24,24,18.2,17.6,20,83.3,20,15.7,100,71.5,1201,16.8,591.2,2.2
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,146.2,150,35,36,46,46,31.5,30.7,14.6,15,9.1,9.1,14.5,99.3,48.8,25,29.7,69.2,1139,16.5,620,1.7
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,126.6,130,22.8,23,22.1,24,17.5,18.5,26,26,17,16.7,26,100,26,17,100,72.6,972,13.4,816,2.5
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,139.1,142,31,31,26,26,18.7,18.3,60,60,30.1,29.7,0,0,0,0,z,122.8,2006,16.3,843,2.4
2019,Reporting year,National,E92000001,England,,,,,,30683.8,32851,5928.9,6190,4607.5,4963,15,15.1,5753.5,6090,15.8,15.6,4414,76.7,6036.6,16.4,73.1,20003.8,337202,16.9,241345.6,3.1
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,1939.9,2063,406.4,422,287.1,305,14.8,14.8,159.3,167,7.6,7.5,102.7,64.5,165.3,7.9,62.2,1255,22847,18.2,16574.7,3.4
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,4321.7,4573,776.8,802,583.3,617,13.5,13.5,645.2,659,13,12.6,408.7,63.3,738.4,14.6,55.4,2668.7,49852,18.7,41271,3.8
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,3572.2,3877,578.9,609,486.6,532,13.6,13.7,407,415,10.2,9.7,266.7,65.5,358.2,9.1,74.5,2189,39429,18,37655.2,4.2
2019,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,2309.3,2502,478.6,515,350.8,383,15.2,15.3,428.9,440,15.7,15,381.1,88.9,336.1,12.7,113.4,1434.7,25471,17.8,20190.8,3.5
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,3371.5,3588,643.2,664,530.9,570,15.7,15.9,643.1,680,16,15.9,470.8,73.2,673.6,16.7,69.9,2297.6,39565,17.2,30167.5,3.5
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,2850.7,3039,562.9,583,422.3,449,14.8,14.8,397.9,402,12.2,11.7,338.9,85.2,684.9,19.4,49.5,1716.2,26819,15.6,19027.9,2.6
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,5148,5384,1226,1258,901.1,941,17.5,17.5,1616.4,1778,23.9,24.8,1297,80.2,1649,24.3,78.7,3665.8,55487,15.1,26185.5,2
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,4486.8,4874,810.3,857,667.8,734,14.9,15.1,907.6,917,16.8,15.8,701.1,77.2,854.6,16,82,3040.7,50734,16.7,30351.3,2.7
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,2683.8,2951,445.9,480,377.5,432,14.1,14.6,548,632,17,17.6,446.9,81.6,576.5,17.7,77.5,1736,26998,15.6,19921.7,2.9
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,2298.5,2434,454.3,476,385.4,405,16.8,16.6,778.9,816,25.3,25.1,647.5,83.1,863.8,27.3,75,1609.3,24001,14.9,11325.1,1.9
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,2849.5,2950,771.8,782,515.7,536,18.1,18.2,837.5,962,22.7,24.6,649.5,77.6,785.2,21.6,82.7,2056.5,31486,15.3,14860.4,2.1
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,276.2,292,60.1,61,35.6,39,12.9,13.4,18,18,6.1,5.8,6,33.3,34,11,17.6,162.7,2817,17.3,1906,2.7
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,81.5,88,18.3,19,14,15,17.2,17,21.4,23,20.8,20.7,5.8,27.1,6.4,7.3,90.6,58.6,901,15.4,887.1,4.3
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,144.6,155,31.8,33,7,7,4.8,4.5,2.4,3,1.6,1.9,2.4,100,3,2,80,95.4,1643,17.2,1365.9,3.7
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,113.4,116,20.6,21,16.6,18,14.7,15.5,2,6,1.7,4.9,2,100,2,1.7,100,75.8,1460,19.3,757.4,2.6
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,170.1,181,42.6,44,35.4,36,20.8,19.9,5.5,6,3.2,3.2,5.5,100,7,4,79.1,103.1,1732,16.8,1388.5,3.2
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,238.6,262,23.8,24,41.2,45,17.3,17.2,50,50,17.3,16,28,56,28,10.5,100,180.2,3314,18.4,2661,4.4
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,141.4,152,46.6,50,18,18,12.7,11.8,0,0,0,0,0,z,0,0,z,55.8,1101,19.7,583,1.6
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,194.8,208,31,32,24.8,28,12.7,13.5,10,10,4.9,4.6,10,100,20,9.3,50,111.4,1835,16.5,2433.4,4.9
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,91.6,96,18.6,19,14.7,15,16.1,15.6,7,7,7.1,6.8,7,100,11,10.7,63.6,55.6,1345,24.2,570.9,2.5
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,118,123,22.5,23,22.5,24,19.1,19.5,7,7,5.6,5.4,5,71.4,5,4.1,100,74.1,1350,18.2,435,1.5
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,162,172,25.3,27,13.1,14,8.1,8.1,14,15,8,8,9,64.3,9,5.3,100,135.1,2366,17.5,2089,5.1
