time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,inpost_fte,inpost_headcount,starters_fte,starters_headcount,leavers_fte,leavers_headcount,turnover_rate_fte,turnover_rate_headcount,agency_fte,agency_headcount,agency_rate_fte,agency_rate_headcount,agency_cover_fte,agency_cover_rate_fte,vacancy_fte,vacancy_rate_fte,vacancy_agency_cover_rate_fte,case_holders_fte,cases,caseload_fte,working_days_lost_fte,absence_rate_fte
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,339.3,368,51.4,53,73.4,78,21.6,21.2,144,144,29.8,28.1,91.3,63.4,91.3,21.2,100,254.2,3816,15,2457,2.9
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,0,0,0,0,0,0,z,z,1.8,2,100,100,1.8,100,2,100,90,1,9,9,z,z
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,74.5,77,10.4,11,25.2,28,33.8,36.4,13.8,14,15.6,15.4,13.8,99.9,26,25.9,53.1,49.8,961,19.3,490,2.6
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,148.9,152,9,9,25.5,28,17.1,18.4,25,25,14.4,14.1,21,84,45,23.2,46.7,96.9,1843,19,1828,4.9
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,260.1,285,38.8,41,49.8,54,19.1,18.9,25.6,28,9,8.9,25.6,100,42,13.9,61,182.6,2466,13.5,1118.9,1.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,120.8,136,24.3,27,22.7,25,18.8,18.4,53.9,55,30.8,28.8,38.9,72.1,44.8,27,86.8,90.5,1625,17.9,637.1,2.1
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,134.9,143,25.8,27,38.5,40,28.6,28,68,68,33.5,32.2,68,100,68,33.5,100,92.4,1433,15.5,704,2.1
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,124,131,39.1,40,21.2,23,17.1,17.6,22.8,24,15.6,15.5,11.3,49.5,18.3,12.9,61.7,90.7,1606,17.7,1377,4.4
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,209.3,230,28.2,41,38,50,18.2,21.7,17.5,23,7.7,9.1,17.5,100,28.6,12,61.2,123,1852,15.1,1846.7,3.5
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,170.7,184,19.2,21,26.9,28,15.8,15.2,24.2,29,12.4,13.6,16.8,69.5,31,15.4,54.2,86.1,1440,16.7,1396,3.2
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,12,12,4,4,2,2,16.7,16.7,3,3,20,20,1,33.3,1,7.7,100,8,90,11.3,33,1.1
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,180.7,187,28,28,38.4,39,21.3,20.9,72,72,28.5,27.8,72,100,76,29.6,94.7,148.9,2286,15.4,1324.2,2.9
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,136.3,142,15,15,22.8,24,16.7,16.9,19,19,12.2,11.8,19,100,19,12.2,100,84.2,1236,14.7,1336.1,3.9
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,176.1,179,24,24,37.3,39,21.2,21.8,63,63,26.3,26,63,100,63,26.3,100,124.6,1975,15.9,1224.8,2.7
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,249.9,265,27,27,30.4,32,12.2,12.1,40,40,13.8,13.1,32,80,32,11.4,100,107.3,1405,13.1,1996,3.2
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,172.6,178,24.8,29,20.6,27,11.9,15.2,x,14,x,7.3,x,z,8,4.4,x,42,568,13.5,1071.7,2.5
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,167.7,170,32,32,55,55,32.8,32.4,121.5,138,42,44.8,121.5,100,138,45.1,88,114.2,1638,14.3,2477,5.8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,140.4,145,3,3,0,0,0,0,66,66,32,31.3,66,100,75,34.8,88,141.1,2082,14.8,1141,3.2
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,145.2,148,22,22,20,20,13.8,13.5,117,124,44.6,45.6,117,100,155,51.6,75.5,132.3,1869,14.1,477,1.3
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,294.6,307,49.5,50,63.1,66,21.4,21.5,131,131,30.8,29.9,62,47.3,89,23.2,69.7,190.3,2591,13.6,1565,2.1
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,268.8,278,36,36,32.9,34,12.2,12.2,84,85,23.8,23.4,84,100,85,24,98.8,162.9,1995,12.2,1529.6,2.2
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,174.6,177,38,38,70.8,72,40.6,40.7,44.9,49,20.5,21.7,41.7,92.8,64.5,27,64.7,116.9,1378,11.8,1425,3.2
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,149.5,153,19.8,20,21.1,23,14.1,15,x,17,x,10,x,z,9,5.7,x,61.5,527,8.6,2424,6.4
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,189,190,40,40,45.9,47,24.3,24.7,58,58,23.5,23.4,37,63.8,49,20.6,75.5,131.8,2173,16.5,1189,2.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,150.7,153,16,16,27.2,28,18,18.3,63,63,29.5,29.2,50,79.4,62,29.1,80.6,76.4,1223,16,588,1.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,175.2,180,34.4,35,45.9,47,26.2,26.1,42,42,19.3,18.9,42,100,46.1,20.8,91.1,90.5,1456,16.1,782.7,1.8
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,146.3,147,31,31,30.8,31,21,21.1,105,105,41.8,41.7,105,100,105,41.8,100,154.4,2381,15.4,582,1.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,188,187,28,28,35,35,18.6,18.7,60,60,24.2,24.3,60,100,63,25.1,95.2,96,1346,14,1178,2.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,291.7,294,53.4,54,60,60,20.6,20.4,82,82,21.9,21.8,82,100,132,31.2,62.1,132.6,2007,15.1,2687.6,3.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,220.7,237,58.5,60,29.8,32,13.5,13.5,73.2,77,24.9,24.5,32,43.7,69,23.8,46.4,168.9,2135,12.6,1371.5,2.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,201.2,208,72.8,73,36.5,37,18.1,17.8,31.3,41,13.5,16.5,20.6,65.9,21,9.5,98.3,103.1,1448,14,1584,3.1
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,198,207,15,15,44.9,46,22.7,22.2,24,24,10.8,10.4,24,100,39.3,16.6,61.1,125.3,1759,14,1932.7,3.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,131.5,135,20.6,21,26.7,28,20.3,20.7,46.8,47,26.3,25.8,24,51.3,24,15.4,100,103.5,1831,17.7,1203.1,3.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,107.8,110,10.6,11,28.2,29,26.2,26.4,51,51,32.1,31.7,51,100,66,38,77.3,74.6,1493,20,1716,6.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,150.3,152,31,31,33.8,34,22.5,22.4,42,42,21.8,21.6,42,100,68,31.1,61.8,70.1,842,12,1075,2.8
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,125,125,10,10,34,34,27.2,27.2,31,31,19.9,19.9,29,93.5,33,20.9,87.9,76,1262,16.6,1310,4.1
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314 / 318,E09000021 / E09000027,Kingston upon Thames / Richmond upon Thames,125.4,130,41.8,42,25,25,19.9,19.2,47,47,27.3,26.6,47,100,61,32.7,77,114.1,1491,13.1,249,0.8
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,106.6,111,30.9,31,16.8,18,15.8,16.2,52,52,32.8,31.9,46,88.5,56.5,34.6,81.4,77,937,12.2,484.1,1.8
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,178,180,50,51,41.5,42,23.3,23.3,13.6,14,7.1,7.2,13.6,100,26,12.8,52.2,91.7,1449,15.8,980.5,2.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,128.2,135,28.7,29,23.6,24,18.4,17.8,21,21,14.1,13.5,21,100,68.7,34.9,30.6,81.8,1165,14.2,826.7,2.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,140.2,143,27,27,27,27,19.3,18.9,71.6,72,33.8,33.5,71.6,100,72,33.9,99.4,125.2,2134,17,911.5,2.6
2021,Reporting year,National,E92000001,England,,,,,,32502,34620,5518.7,5758,4994.5,5388,15.4,15.6,5969.5,6139,15.5,15.1,4557.8,76.4,6521.9,16.7,69.9,20548.9,335201,16.3,257240.9,3.1
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,2101.4,2188,335.1,347,272.6,298,13,13.6,212.4,217,9.2,9,116.8,55,200.6,8.7,58.2,1414.8,25938,18.3,17668.2,3.3
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,4541.2,4809,711.9,733,660.2,701,14.5,14.6,778.4,795,14.6,14.2,565.8,72.7,877.3,16.2,64.5,2698.2,49476,18.3,45373.7,3.9
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,3687.3,4001,568.1,604,524.5,578,14.2,14.4,542,558,12.8,12.2,386.9,71.4,684.4,15.7,56.5,2222,37591,16.9,34397.4,3.7
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,2421.3,2648,389,418,355.4,395,14.7,14.9,405.4,411,14.3,13.4,270.4,66.7,386.2,13.8,70,1578.3,25590,16.2,19076.5,3.1
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,3649.6,3866,799.8,828,685.1,730,18.8,18.9,700.8,730,16.1,15.9,519.6,74.2,809.4,18.2,64.2,2330.1,37983,16.3,34373,3.7
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,3221.8,3425,441.9,457,397.2,423,12.3,12.4,293.9,311,8.4,8.3,266.6,90.7,470.4,12.7,56.7,1702.5,24955,14.7,19227.5,2.4
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,5509.4,5691,1038.7,1059,1008.6,1048,18.3,18.4,1553.9,1615,22,22.1,1351,86.9,1687.9,23.5,80,3543.3,51479,14.5,32665.3,2.3
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,4552.5,4925,758.7,791,663.9,728,14.6,14.8,873.1,879,16.1,15.1,677.3,77.6,854.9,15.8,79.2,3169.6,52983,16.7,30030.4,2.6
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,2817.5,3067,475.4,521,427,487,15.2,15.9,609.7,623,17.8,16.9,403.5,66.2,550.8,16.4,73.2,1890.1,29206,15.5,24428.9,3.4
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,2511.1,2616,466.1,481,415.5,433,16.5,16.6,760.6,809,23.2,23.6,641.8,84.4,813.5,24.5,78.9,1646.8,23070,14,15387.3,2.4
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,2998.3,3075,572.7,578,593.1,615,19.8,20,793.3,806,20.9,20.8,709.2,89.4,874.4,22.6,81.1,1896.5,28409,15,17278,2.3
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,323.9,326,49,49,46.5,49,14.4,15,31,32,8.7,8.9,19,61.3,27,7.7,70.4,216.9,3630,16.7,3011.2,3.7
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,91.3,99,20.5,22,14.6,15,16,15.2,10.8,12,10.6,10.8,4.8,44.4,8.4,8.4,57.1,54.9,862,15.7,464.5,2
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,160.2,172,32.7,37,11.7,14,7.3,8.1,7,7,4.2,3.9,3,42.9,3,1.8,100,98.4,1850,18.8,1545.1,3.8
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,127.7,132,22.3,23,15.5,16,12.1,12.1,1,1,0.8,0.8,1,100,1.5,1.2,66.7,81.3,1344,16.5,1023,3.2
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,173.5,182,25,25,26.1,30,15,16.5,70,70,28.7,27.8,27,38.6,51,22.7,52.9,136.5,2429,17.8,2036.1,4.6
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,246.4,260,22.8,23,25.4,28,10.3,10.8,13,13,5,4.8,8,61.5,32,11.5,25,163.5,2887,17.7,2842.7,4.6
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,151.6,164,38.5,41,17.9,20,11.8,12.2,2,2,1.3,1.2,2,100,3,1.9,66.7,104.6,2338,22.4,906,2.4
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,189.9,199,28.3,29,30.1,34,15.8,17.1,21,21,10,9.5,21,100,25,11.6,84,114.9,1738,15.1,1712.6,3.6
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,105.1,111,14,15,6.8,7,6.5,6.3,17,17,13.9,13.3,7,41.2,17.7,14.4,39.6,68.8,1512,22,335.5,1.3
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,131.4,135,25,25,14.5,16,11,11.9,3,3,2.2,2.2,1,33.3,1,0.8,100,80,1432,17.9,272,0.8
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,151.2,162,16,17,28.3,32,18.7,19.8,33.3,35,18.1,17.8,21,63,22,12.7,95.5,133.9,2571,19.2,1967.5,5.1
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,249.2,246,41,41,35.2,37,14.1,15,3.3,4,1.3,1.6,2,61.2,9,3.5,22.2,161.1,3345,20.8,1552,2.5
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,132.5,139,26,26,21.8,22,16.5,15.8,11.8,12,8.2,7.9,9,76.3,9,6.4,100,80.7,1372,17,1273,3.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,172.7,179,46.4,47,44.3,46,25.7,25.7,31,31,15.2,14.8,30,96.8,39.6,18.7,75.7,104.4,2060,19.7,1437.1,3.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,160.9,171,24.5,25,29.9,33,18.6,19.3,39.6,40,19.8,19,39.6,100,43,21.1,92.1,89.4,1919,21.5,1513.6,3.7
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,102.4,109,27.2,28,22.6,24,22.1,22,44.8,45,30.4,29.2,44.8,100,46.1,31,97.2,51.8,981,18.9,652,2.5
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,180.1,189,33.6,34,20.3,21,11.3,11.1,15,15,7.7,7.4,8.4,56,8.4,4.5,100,107.9,1852,17.2,1680.1,3.7
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,183,196,29,30,24.5,27,13.4,13.8,15.6,18,7.8,8.4,13,83.4,13,6.6,100,105,1855,17.7,3089,6.7
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,247.5,265,24.4,25,20.9,24,8.4,9.1,40.9,43,14.2,14,28.7,70.1,42.7,14.7,67.2,181.5,3086,17,2697.5,4.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,74.8,76,13,13,11.2,12,14.9,15.8,28,28,27.2,26.9,13,46.4,16,17.6,81.3,56.3,1055,18.7,596,3.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,104.9,109,14,14,25.1,26,23.9,23.9,12.9,13,11,10.7,12.9,100,22.4,17.6,57.6,49.9,902,18.1,923,3.5
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,459.9,484,7,7,39.9,43,8.7,8.9,50.4,51,9.9,9.5,50.4,100,163,26.2,30.9,280,4474,16,3073,2.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,324.6,334,43,43,35.5,38,10.9,11.4,34,34,9.5,9.2,34,100,42,11.5,81,152,3694,24.3,4753,5.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,443.8,461,78,79,69,73,15.5,15.8,14,14,3.1,2.9,14,100,36,7.5,38.9,237.9,4122,17.3,3322.7,3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,179.6,188,17.5,18,30.2,32,16.8,17,60,62,25,24.8,37,61.7,70,28,52.9,124.7,2139,17.2,1669.5,3.7
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,162.5,174,21.8,23,22,24,13.5,13.8,38.2,40,19,18.7,17,44.5,22,11.9,77.3,108.9,2074,19,442,1.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,228.8,242,45,45,49.9,53,21.8,21.9,25,25,9.9,9.4,25,100,25,9.9,100,123.5,2555,20.7,3415,5.9
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,155.2,162,22.1,23,15.6,16,10.1,9.9,38.2,40,19.8,19.8,9,23.6,19,10.9,47.4,104.3,2222,21.3,2236,5.7
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,143.3,164,25.1,27,34.8,37,24.3,22.6,30,30,17.3,15.5,30,100,35,19.6,85.7,77.1,1410,18.3,1903,5.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,237.5,265,27.4,33,19.2,21,8.1,7.9,17.5,22,6.9,7.7,8,45.6,10,4,80,96.5,2101,21.8,2029,3.4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,178.8,188,44.8,45,39.3,40,22,21.3,44,44,19.8,19,30,68.2,49.5,21.7,60.6,100,1900,19,1313.9,2.9
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,93.6,102,19,19,1,1,1.1,1,63.6,64,40.4,38.6,31.2,49.1,31.2,25,100,103.5,1710,16.5,743,3.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,128.4,135,23.5,24,23.8,25,18.5,18.5,12.8,13,9.1,8.8,12.8,100,15,10.5,85.4,65.7,1143,17.4,1480.5,4.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,209,218,56.4,58,24.4,26,11.7,11.9,67,67,24.3,23.5,43,64.2,71,25.4,60.6,141.7,2422,17.1,1791,3.4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,237.4,259,43.1,47,35,37,14.7,14.3,44,44,15.6,14.5,25,56.8,48.4,16.9,51.7,155.5,2428,15.6,3340.8,5.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,150.6,158,28.5,30,23.5,26,15.6,16.5,1,1,0.7,0.6,0,0,28,15.7,0,92.9,2241,24.1,1775.5,4.7
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,336,361,56.4,59,55.7,61,16.6,16.9,210.1,212,38.5,37,119.1,56.7,296,46.8,40.2,326.9,5813,17.8,3230.2,3.8
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,148.4,159,17.1,18,21.5,24,14.5,15.1,14,14,8.6,8.1,12,85.7,15.8,9.6,75.9,71.6,912,12.7,1220.3,3.3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,190.9,202,30.8,31,30.8,33,16.1,16.3,37,38,16.2,15.8,31,83.8,41.7,17.9,74.4,110.9,1974,17.8,1826,3.8
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,150.9,172,23,24,26.2,28,17.4,16.3,13.8,14,8.4,7.5,13.8,100,24.5,14,56.3,91.2,1726,18.9,1728,4.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",297.2,323,43.9,46,40.3,44,13.6,13.6,56.3,60,15.9,15.7,35.2,62.5,35.2,10.6,100,205.8,3681,17.9,3590,4.8
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,281.7,300,34.5,35,30.8,34,10.9,11.3,0,0,0,0,0,z,19,6.3,0,130.8,2087,16,2572.3,3.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,647.9,711,72.3,76,65.4,72,10.1,10.1,0,0,0,0,0,z,35,5.1,0,299.2,4822,16.1,5327.9,3.3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,92.3,96,12.6,13,19,19,20.6,19.8,54,54,36.9,36,54,100,54,36.9,100,84.4,1687,20,793,3.4
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,115.4,122,16,16,10,10,8.7,8.2,3.6,4,3,3.2,1,27.8,5,4.2,20,44.5,735,16.5,944,3.2
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,281.9,316,46.4,54,49.1,56,17.4,17.7,0,0,0,0,0,z,7,2.4,0,134.6,2072,15.4,1757,2.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,239.1,253,33.4,35,47.5,51,19.9,20.2,17.4,18,6.8,6.6,17.4,100,19.8,7.6,87.9,133.4,2139,16,1909,3.2
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,399.2,439,57.8,64,46.2,53,11.6,12.1,64.2,69,13.9,13.6,44.1,68.7,44.1,9.9,100,249.2,3905,15.7,4333.4,4.3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,254.9,272,54.9,58,40,44,15.7,16.2,42.3,45,14.2,14.2,40,94.7,40,13.6,100,165.7,2491,15,1950.8,3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,100.9,117,40.5,45,18.5,23,18.3,19.7,28.3,29,21.9,19.9,19.3,68.2,19.3,16.1,100,81,1306,16.1,1440,5.6
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,152,167,56.6,62,23.1,26,15.2,15.6,21,21,12.1,11.2,5,23.8,5,3.2,100,124.4,2276,18.3,1585.4,4.1
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,424.8,470,52.9,55,72.1,83,17,17.7,32.5,33,7.1,6.6,32.5,100,45.2,9.6,71.9,292.5,5121,17.5,2220.9,2.1
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,163.9,179,28,28,21.4,24,13.1,13.4,43,43,20.8,19.4,17,39.5,17,9.4,100,95,1620,17.1,1230,3
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,286.3,313,37,38,32.1,37,11.2,11.8,56,56,16.4,15.2,35.5,63.4,35.5,11,100,207.7,2982,14.4,3121.2,4.3
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,303.9,316,30.3,32,51.7,54,17,17.1,34.7,37,10.2,10.5,27.9,80.3,30,9,92.9,168.9,2834,16.8,2487.5,3.2
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940 / 941,E06000061 / E06000062,North Northamptonshire / West Northamptonshire,329.9,355,68.9,71,53.5,55,16.2,15.5,116,117,26,24.8,116,100,216,39.6,53.7,222.5,3890,17.5,2106.7,2.5
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,267.5,287,44.3,47,30.4,33,11.4,11.5,23.9,25,8.2,8,19.5,81.6,19.5,6.8,100,150.6,2310,15.3,1518.8,2.2
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,471.4,538,64.9,78,60.2,71,12.8,13.2,78.3,79,14.2,12.8,17,21.7,17,3.5,100,307.9,4482,14.6,4805,4
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,21.7,23,6.3,7,10.8,12,49.8,52.2,0,0,0,0,0,z,1,4.4,0,8.9,75,8.4,1,low
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,693.7,715,136,139,108.9,114,15.7,15.9,155.3,169,18.3,19.1,150.6,97,269,27.9,56,506.5,7870,15.5,7577.5,4.3
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,320.7,336,93.3,96,54.8,59,17.1,17.6,71,71,18.1,17.4,36,50.7,58.3,15.4,61.7,190.7,2804,14.7,3192,3.9
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,161.3,170,25.8,26,40.7,43,25.2,25.3,40.5,44,20.1,20.6,29.3,72.3,48.3,23,60.7,71.8,1665,23.2,1775.5,4.3
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",103.3,112,23.6,24,19.4,22,18.8,19.6,49.8,57,32.5,33.7,20,40.2,24.3,19,82.3,53.2,889,16.7,639,2.4
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,208.3,222,41,41,53.6,56,25.7,25.2,96,96,31.5,30.2,69.7,72.6,79.8,27.7,87.4,138.2,2206,16,2949,5.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,131.3,140,19.2,20,11.4,13,8.7,9.3,32,32,19.6,18.6,23,71.9,23,14.9,100,122.6,2822,23,730.7,2.2
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,107.9,112,16.6,17,24.9,26,23.1,23.2,23,23,17.6,17,13.8,59.8,13.8,11.3,100,75.4,1262,16.7,735,2.7
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,388.1,417,36.1,38,45.9,51,11.8,12.2,54.1,57,12.2,12,29.3,54.2,78,16.7,37.6,299.9,5035,16.8,4671,4.8
